anio,lengua,lengua_nombre,variante,cve_ent,certeza,num
1990,0801,Tarasco (purépecha),,012,sin,10.0
1990,0801,Tarasco (purépecha),,024,sin,10.0
1990,0801,Tarasco (purépecha),,029,sin,10.0
1990,0801,Tarasco (purépecha),,030,sin,10.0
1990,0801,Tarasco (purépecha),purépecha,016,unica,1210.0
1990,0901,Mixe,mixe bajo,020,estimada,638.7
1990,0901,Mixe,mixe medio del este,020,estimada,517.7
1990,0901,Mixe,mixe alto del centro,020,estimada,303.0
1990,0901,Mixe,mixe alto del sur,020,estimada,221.3
1990,0901,Mixe,mixe alto del norte,020,estimada,187.7
1990,0901,Mixe,mixe medio del oeste,020,estimada,71.7
1990,0901,Mixe,,009,sin,40.0
1990,0901,Mixe,,021,sin,30.0
1990,0901,Mixe,,013,sin,20.0
1990,0901,Mixe,,016,sin,10.0
1990,0901,Mixe,,030,sin,10.0
1990,0907,Zoque,zoque del norte bajo,007,estimada,13.3
1990,0907,Zoque,zoque del norte alto,007,estimada,9.1
1990,0907,Zoque,zoque del este,007,estimada,6.2
1990,0907,Zoque,zoque del centro,007,estimada,5.1
1990,0907,Zoque,zoque del noroeste,007,estimada,3.4
1990,0907,Zoque,zoque del sureste,007,estimada,2.1
1990,0907,Zoque,zoque del sur,007,estimada,0.9
1990,0907,Zoque,,020,sin,20.0
1990,1101,Huave,huave del oeste,020,estimada,8.0
1990,1101,Huave,huave del este,020,estimada,2.0
1990,1101,Huave,,213,sin,10.0
1990,9000,No especificado,,009,sin,8770.0
1990,9000,No especificado,,020,sin,1820.0
1990,9000,No especificado,,021,sin,880.0
1990,9000,No especificado,,015,sin,600.0
1990,9000,No especificado,,013,sin,500.0
1990,9000,No especificado,,030,sin,480.0
1990,9000,No especificado,,016,sin,420.0
1990,9000,No especificado,,012,sin,360.0
1990,9000,No especificado,,011,sin,340.0
1990,9000,No especificado,,007,sin,170.0
1990,9000,No especificado,,024,sin,130.0
1990,9000,No especificado,,029,sin,130.0
1990,9000,No especificado,,014,sin,110.0
1990,9000,No especificado,,413,sin,110.0
1990,9000,No especificado,,022,sin,90.0
1990,9000,No especificado,,017,sin,60.0
1990,9000,No especificado,,031,sin,60.0
1990,9000,No especificado,,005,sin,40.0
1990,9000,No especificado,,115,sin,40.0
1990,9000,No especificado,,209,sin,40.0
1990,9000,No especificado,,010,sin,30.0
1990,9000,No especificado,,220,sin,30.0
1990,9000,No especificado,,999,sin,30.0
1990,9000,No especificado,,018,sin,20.0
1990,9000,No especificado,,025,sin,20.0
1990,9000,No especificado,,026,sin,20.0
1990,9000,No especificado,,234,sin,20.0
1990,9000,No especificado,,236,sin,20.0
1990,9000,No especificado,,002,sin,10.0
1990,9000,No especificado,,004,sin,10.0
1990,9000,No especificado,,027,sin,10.0
1990,9000,No especificado,,128,sin,10.0
1990,9000,No especificado,,204,sin,10.0
1990,9000,No especificado,,208,sin,10.0
1990,9000,No especificado,,224,sin,10.0
1990,9000,No especificado,,233,sin,10.0
1990,9000,No especificado,,246,sin,10.0
1990,9000,No especificado,,345,sin,10.0
1990,9010,Chontal insuficientemente especificado,,020,sin,50.0
1990,9010,Chontal insuficientemente especificado,,027,sin,30.0
1990,9010,Chontal insuficientemente especificado,,009,sin,10.0
1990,9010,Chontal insuficientemente especificado,,016,sin,10.0
1990,9020,Tepehuano insuficientemente especificado,,028,sin,10.0
1990,9020,Tepehuano insuficientemente especificado,,030,sin,10.0
2000,0205,Tarahumara,tarahumara del centro,008,estimada,52.5
2000,0205,Tarahumara,tarahumara de Cumbres,008,estimada,30.7
2000,0205,Tarahumara,tarahumara del norte,008,estimada,23.5
2000,0205,Tarahumara,tarahumara del oeste,008,estimada,13.2
2000,0205,Tarahumara,tarahumara del sur,008,estimada,9.1
2000,0205,Tarahumara,,009,sin,58.0
2000,0205,Tarahumara,,030,sin,18.0
2000,0207,Yaqui,yaqui,026,exacta,6.0
2000,0207,Yaqui,,009,sin,20.0
2000,0207,Yaqui,,015,sin,8.0
2000,0207,Yaqui,yaqui,026,unica,21.0
2000,0208,Mayo,mayo,026,exacta,12.0
2000,0208,Mayo,,012,sin,8.0
2000,0208,Mayo,mayo,026,unica,11.0
2000,0209,Cora,cora tereseño,018,estimada,1.7
2000,0209,Cora,cora de Dolores,018,estimada,1.6
2000,0209,Cora,cora de Jesús María,018,estimada,1.6
2000,0209,Cora,cora francisqueño,018,estimada,1.6
2000,0209,Cora,cora meseño,018,estimada,1.6
2000,0209,Cora,cora corapeño,018,estimada,0.8
2000,0209,Cora,cora de Rosarito,018,estimada,0.8
2000,0209,Cora,cora presideño,018,estimada,0.4
2000,0209,Cora,,020,sin,14.0
2000,0210,Huichol,huichol del este,014,estimada,6.7
2000,0210,Huichol,huichol del sur,014,estimada,1.8
2000,0210,Huichol,huichol del oeste,014,estimada,0.5
2000,0210,Huichol,,415,sin,8.0
2000,0210,Huichol,,009,sin,3.0
2000,0210,Huichol,huichol del norte,018,unica,20.0
2000,0210,Huichol,huichol del norte,010,unica,19.0
2000,0211,Náhuatl,mexicano de la Huasteca hidalguense,013,estimada,6082.5
2000,0211,Náhuatl,"náhuatl de la Sierra, noreste de Puebla",021,estimada,3688.8
2000,0211,Náhuatl,"náhuatl de la Sierra negra, norte",021,estimada,2940.4
2000,0211,Náhuatl,náhuatl central de Veracruz,030,estimada,2755.4
2000,0211,Náhuatl,náhuatl de la Huasteca veracruzana,030,estimada,2064.4
2000,0211,Náhuatl,náhuatl del noroeste central,021,estimada,1715.3
2000,0211,Náhuatl,náhuatl del centro de Puebla,021,estimada,1441.5
2000,0211,Náhuatl,"náhuatl de la Sierra negra, sur",021,estimada,938.2
2000,0211,Náhuatl,mexicano del centro alto,015,estimada,739.5
2000,0211,Náhuatl,náhuatl del Istmo,030,estimada,515.4
2000,0211,Náhuatl,náhuatl del noroeste central,013,estimada,466.5
2000,0211,Náhuatl,náhuatl de la Sierra oeste de Puebla,021,estimada,422.5
2000,0211,Náhuatl,mexicano del centro,015,estimada,320.4
2000,0211,Náhuatl,náhuatl del Istmo bajo,030,estimada,172.8
2000,0211,Náhuatl,mexicano del oriente de Puebla,021,estimada,100.6
2000,0211,Náhuatl,mexicano de Puente de Ixtla,017,estimada,64.1
2000,0211,Náhuatl,náhuatl alto del norte de Puebla,021,estimada,42.2
2000,0211,Náhuatl,mexicano de Temixco,017,estimada,41.6
2000,0211,Náhuatl,mexicano de Guerrero,021,estimada,19.5
2000,0211,Náhuatl,mexicano central bajo,017,estimada,11.9
2000,0211,Náhuatl,mexicano de Tetela del Volcán,017,estimada,6.4
2000,0211,Náhuatl,mexicano del centro bajo,015,estimada,1.1
2000,0211,Náhuatl,"náhuatl de la Sierra, noreste de Puebla",021,exacta,830.0
2000,0211,Náhuatl,mexicano de la Huasteca hidalguense,013,exacta,816.0
2000,0211,Náhuatl,náhuatl de la Huasteca veracruzana,030,exacta,727.0
2000,0211,Náhuatl,náhuatl del centro de Puebla,021,exacta,416.0
2000,0211,Náhuatl,"náhuatl de la Sierra negra, norte",021,exacta,400.0
2000,0211,Náhuatl,náhuatl del noroeste central,021,exacta,381.0
2000,0211,Náhuatl,náhuatl de la Huasteca potosina,024,exacta,296.0
2000,0211,Náhuatl,náhuatl de la Sierra oeste de Puebla,021,exacta,225.0
2000,0211,Náhuatl,mexicano de Guerrero,012,exacta,164.0
2000,0211,Náhuatl,náhuatl de Oaxaca,020,exacta,77.0
2000,0211,Náhuatl,"náhuatl de la Sierra negra, sur",021,exacta,72.0
2000,0211,Náhuatl,náhuatl central de Veracruz,030,exacta,70.0
2000,0211,Náhuatl,náhuatl del noroeste central,013,exacta,37.0
2000,0211,Náhuatl,mexicano del oriente de Puebla,021,exacta,25.0
2000,0211,Náhuatl,mexicano de Guerrero,021,exacta,13.0
2000,0211,Náhuatl,mexicano del centro alto,015,exacta,10.0
2000,0211,Náhuatl,mexicano de Tetela del Volcán,017,exacta,2.0
2000,0211,Náhuatl,mexicano del centro bajo,015,exacta,1.0
2000,0211,Náhuatl,,009,sin,6337.0
2000,0211,Náhuatl,,999,sin,158.0
2000,0211,Náhuatl,,011,sin,113.0
2000,0211,Náhuatl,,007,sin,41.0
2000,0211,Náhuatl,,028,sin,39.0
2000,0211,Náhuatl,,005,sin,35.0
2000,0211,Náhuatl,,419,sin,31.0
2000,0211,Náhuatl,,032,sin,25.0
2000,0211,Náhuatl,,217,sin,16.0
2000,0211,Náhuatl,,002,sin,15.0
2000,0211,Náhuatl,,031,sin,14.0
2000,0211,Náhuatl,,402,sin,9.0
2000,0211,Náhuatl,,335,sin,6.0
2000,0211,Náhuatl,,440,sin,3.0
2000,0211,Náhuatl,,019,sin,2.0
2000,0211,Náhuatl,,220,sin,1.0
2000,0211,Náhuatl,náhuatl de la Huasteca potosina,024,unica,2721.0
2000,0211,Náhuatl,mexicano de Guerrero,012,unica,1569.0
2000,0211,Náhuatl,náhuatl de Oaxaca,020,unica,1152.0
2000,0211,Náhuatl,mexicano del oriente central,029,unica,697.0
2000,0211,Náhuatl,mexicano central de occidente,016,unica,60.0
2000,0211,Náhuatl,mexicano de occidente,014,unica,46.0
2000,0211,Náhuatl,mexicano del oriente,027,unica,10.0
2000,0501,Otomí,otomí del Valle del Mezquital,013,estimada,4226.7
2000,0501,Otomí,otomí del noroeste,022,estimada,2150.5
2000,0501,Otomí,otomí de la Sierra,013,estimada,808.2
2000,0501,Otomí,otomí bajo del noroeste,022,estimada,732.5
2000,0501,Otomí,otomí del oeste del Valle del Mezquital,013,estimada,169.1
2000,0501,Otomí,otomí del centro,015,exacta,907.0
2000,0501,Otomí,otomí del Valle del Mezquital,013,exacta,341.0
2000,0501,Otomí,otomí del noroeste,022,exacta,83.0
2000,0501,Otomí,otomí de la Sierra,013,exacta,46.0
2000,0501,Otomí,otomí de la Sierra,030,exacta,40.0
2000,0501,Otomí,otomí de la Sierra,021,exacta,32.0
2000,0501,Otomí,otomí del oeste del Valle del Mezquital,013,exacta,18.0
2000,0501,Otomí,,009,sin,1987.0
2000,0501,Otomí,,020,sin,230.0
2000,0501,Otomí,,012,sin,110.0
2000,0501,Otomí,,017,sin,52.0
2000,0501,Otomí,,999,sin,50.0
2000,0501,Otomí,,024,sin,20.0
2000,0501,Otomí,,014,sin,19.0
2000,0501,Otomí,,007,sin,11.0
2000,0501,Otomí,otomí del centro,015,unica,5582.0
2000,0501,Otomí,otomí de la Sierra,021,unica,697.0
2000,0501,Otomí,otomí de la Sierra,030,unica,351.0
2000,0501,Otomí,otomí de Ixtenco,029,unica,66.0
2000,0501,Otomí,otomí del noroeste,011,unica,47.0
2000,0501,Otomí,otomí del oeste,016,unica,24.0
2000,0502,Mazahua,mazahua de oriente,015,estimada,7220.4
2000,0502,Mazahua,mazahua de occidente,015,estimada,1771.6
2000,0502,Mazahua,mazahua de oriente,016,estimada,447.2
2000,0502,Mazahua,mazahua de occidente,016,estimada,417.8
2000,0502,Mazahua,mazahua de oriente,015,exacta,687.0
2000,0502,Mazahua,mazahua de occidente,015,exacta,108.0
2000,0502,Mazahua,,009,sin,827.0
2000,0502,Mazahua,,999,sin,99.0
2000,0502,Mazahua,,013,sin,78.0
2000,0502,Mazahua,,020,sin,45.0
2000,0502,Mazahua,,021,sin,25.0
2000,0502,Mazahua,,011,sin,14.0
2000,0502,Mazahua,,006,sin,11.0
2000,0502,Mazahua,,012,sin,10.0
2000,0502,Mazahua,,022,sin,8.0
2000,0503,Matlatzinca,matlatzinca,015,exacta,16.0
2000,0503,Matlatzinca,,009,sin,40.0
2000,0503,Matlatzinca,matlatzinca,015,unica,349.0
2000,0507,Chinanteco,chinanteco del norte,020,estimada,841.9
2000,0507,Chinanteco,chinanteco central,020,estimada,428.0
2000,0507,Chinanteco,chinanteco del sureste bajo,020,estimada,257.4
2000,0507,Chinanteco,chinanteco del sureste medio,020,estimada,199.6
2000,0507,Chinanteco,chinanteco de la Sierra,020,estimada,169.0
2000,0507,Chinanteco,chinanteco del norte,030,estimada,150.4
2000,0507,Chinanteco,chinanteco del oeste,020,estimada,89.0
2000,0507,Chinanteco,chinanteco central bajo,020,estimada,79.7
2000,0507,Chinanteco,chinanteco del oeste central alto,020,estimada,54.9
2000,0507,Chinanteco,chianateco del oeste central bajo,020,estimada,54.9
2000,0507,Chinanteco,chinanteco del sureste alto,020,estimada,36.7
2000,0507,Chinanteco,chinanteco del noroeste,020,estimada,34.8
2000,0507,Chinanteco,chinanteco del sureste medio,030,estimada,10.6
2000,0507,Chinanteco,chinanteco del norte,020,exacta,239.0
2000,0507,Chinanteco,chinanteco del sureste medio,030,exacta,40.0
2000,0507,Chinanteco,chinanteco central,020,exacta,23.0
2000,0507,Chinanteco,chinanteco del sureste bajo,020,exacta,14.0
2000,0507,Chinanteco,chinanteco del sureste medio,020,exacta,13.0
2000,0507,Chinanteco,chinanteco del norte,030,exacta,12.0
2000,0507,Chinanteco,,009,sin,50.0
2000,0507,Chinanteco,,015,sin,18.0
2000,0507,Chinanteco,,999,sin,9.0
2000,0507,Chinanteco,,012,sin,8.0
2000,0508,Tlapaneco,tlapaneco central bajo,012,estimada,458.4
2000,0508,Tlapaneco,tlapaneco del suroeste,012,estimada,448.7
2000,0508,Tlapaneco,tlapaneco del norte,012,estimada,377.4
2000,0508,Tlapaneco,tlapaneco del este,012,estimada,146.2
2000,0508,Tlapaneco,tlapaneco del noroeste alto,012,estimada,90.5
2000,0508,Tlapaneco,tlapaneco del noroeste bajo,012,estimada,90.5
2000,0508,Tlapaneco,tlapaneco del centro,012,estimada,55.5
2000,0508,Tlapaneco,tlapaneco del sur,012,estimada,5.9
2000,0508,Tlapaneco,tlapaneco del oeste,012,estimada,3.0
2000,0508,Tlapaneco,tlapaneco central bajo,012,exacta,269.0
2000,0508,Tlapaneco,tlapaneco del sur,012,exacta,13.0
2000,0508,Tlapaneco,tlapaneco del este,012,exacta,5.0
2000,0508,Tlapaneco,,009,sin,10.0
2000,0508,Tlapaneco,,014,sin,7.0
2000,0509,Mazateco,mazateco del centro,020,estimada,1807.6
2000,0509,Mazateco,mazateco del noreste,020,estimada,1591.1
2000,0509,Mazateco,mazateco del este bajo,020,estimada,1262.8
2000,0509,Mazateco,mazateco del norte,020,estimada,1127.8
2000,0509,Mazateco,mazateco de la presa alto,020,estimada,1079.0
2000,0509,Mazateco,mazateco del suroeste,020,estimada,568.9
2000,0509,Mazateco,mazateco de la presa bajo,020,estimada,437.0
2000,0509,Mazateco,mazateco del oeste,020,estimada,354.0
2000,0509,Mazateco,mazateco del sureste,020,estimada,204.5
2000,0509,Mazateco,mazateco de Eloxochitlán,020,estimada,189.4
2000,0509,Mazateco,mazateco de Acatepec,020,estimada,71.4
2000,0509,Mazateco,mazateco del sur,020,estimada,57.9
2000,0509,Mazateco,mazateco de Tecóatl,020,estimada,57.2
2000,0509,Mazateco,mazateco de Huehuetlán,020,estimada,38.6
2000,0509,Mazateco,mazateco de Ocopetatillo,020,estimada,36.9
2000,0509,Mazateco,mazateco del centro,020,exacta,320.0
2000,0509,Mazateco,mazateco de la presa alto,020,exacta,220.0
2000,0509,Mazateco,mazateco del oeste,020,exacta,98.0
2000,0509,Mazateco,mazateco del norte,020,exacta,77.0
2000,0509,Mazateco,mazateco del este bajo,020,exacta,77.0
2000,0509,Mazateco,mazateco del suroeste,020,exacta,49.0
2000,0509,Mazateco,mazateco de la presa bajo,020,exacta,40.0
2000,0509,Mazateco,mazateco del noreste,020,exacta,9.0
2000,0509,Mazateco,mazateco de Tecóatl,020,exacta,9.0
2000,0509,Mazateco,,009,sin,365.0
2000,0509,Mazateco,,015,sin,42.0
2000,0509,Mazateco,,999,sin,38.0
2000,0509,Mazateco,,024,sin,22.0
2000,0509,Mazateco,,017,sin,17.0
2000,0509,Mazateco,,014,sin,1.0
2000,0509,Mazateco,mazateco de Puebla,021,unica,267.0
2000,0509,Mazateco,mazateco del norte,030,unica,240.0
2000,0511,Chocholteco,chocholteco del sur,020,estimada,41.9
2000,0511,Chocholteco,chocholteco del este,020,estimada,33.9
2000,0511,Chocholteco,chocholteco del oeste,020,estimada,13.2
2000,0511,Chocholteco,chocholteco del oeste,020,exacta,11.0
2000,0511,Chocholteco,,021,sin,18.0
2000,0511,Chocholteco,,007,sin,16.0
2000,0511,Chocholteco,,009,sin,8.0
2000,0512,Popoloca,popoloca de oriente,021,estimada,121.7
2000,0512,Popoloca,popoloca del norte,021,estimada,89.2
2000,0512,Popoloca,popoloca del centro,021,estimada,12.0
2000,0512,Popoloca,popoloca del poniente,021,estimada,5.1
2000,0512,Popoloca,,030,sin,14.0
2000,0513,Zapoteco,zapoteco de la planicie costera,020,estimada,3324.2
2000,0513,Zapoteco,zapoteco de la costa central,020,estimada,1134.6
2000,0513,Zapoteco,"zapoteco de Valles, del norte central",020,estimada,717.3
2000,0513,Zapoteco,"zapoteco de Valles, del noroeste medio",020,estimada,629.8
2000,0513,Zapoteco,zapoteco de la costa oeste,020,estimada,406.6
2000,0513,Zapoteco,"zapoteco de Valles, del este medio",020,estimada,360.0
2000,0513,Zapoteco,"zapoteco de la Sierra sur, central",020,estimada,333.7
2000,0513,Zapoteco,"zapoteco serrano, del noroeste bajo",020,estimada,325.2
2000,0513,Zapoteco,"zapoteco de Valles, del este central",020,estimada,259.3
2000,0513,Zapoteco,zapoteco de la costa noreste,020,estimada,238.8
2000,0513,Zapoteco,zapoteco de Texmelucan,020,estimada,236.3
2000,0513,Zapoteco,"zapoteco de la Sierra sur, noreste",020,estimada,224.8
2000,0513,Zapoteco,"zapoteco de Valles, del noreste",020,estimada,158.3
2000,0513,Zapoteco,"zapoteco de Valles, del suroeste central",020,estimada,137.9
2000,0513,Zapoteco,zapoteco de Petapa,020,estimada,136.7
2000,0513,Zapoteco,"zapoteco de Valles, noroeste",020,estimada,126.2
2000,0513,Zapoteco,"zapoteco de la Sierra sur, noroeste alto",020,estimada,125.5
2000,0513,Zapoteco,"zapoteco serrano, del sureste",020,estimada,104.2
2000,0513,Zapoteco,zapoteco de Valles del sur,020,estimada,98.3
2000,0513,Zapoteco,"zapoteco de la Sierra sur, oeste bajo",020,estimada,98.1
2000,0513,Zapoteco,"zapoteco serrano, bajo",020,estimada,96.4
2000,0513,Zapoteco,"zapoteco de Valles, del noroeste bajo",020,estimada,88.0
2000,0513,Zapoteco,"zapoteco de la Sierra sur, del este bajo",020,estimada,87.9
2000,0513,Zapoteco,zapoteco de San Vicente Coatlán,020,estimada,87.3
2000,0513,Zapoteco,"zapoteco de la montaña del Istmo, bajo",020,estimada,84.8
2000,0513,Zapoteco,"zapoteco de Valles, del suroeste medio",020,estimada,81.5
2000,0513,Zapoteco,"zapoteco de Valles, de suroeste alto",020,estimada,78.8
2000,0513,Zapoteco,"zapoteco de Valles, del centro bajo",020,estimada,76.0
2000,0513,Zapoteco,zapoteco de la costa este,020,estimada,74.8
2000,0513,Zapoteco,"zapoteco de Sierra sur, del noreste alto",020,estimada,74.4
2000,0513,Zapoteco,"zapoteco serrano, del oeste",020,estimada,73.1
2000,0513,Zapoteco,"zapoteco de la montaña del Istmo, alto",020,estimada,70.6
2000,0513,Zapoteco,"zapoteco serrano, del sureste bajo",020,estimada,66.1
2000,0513,Zapoteco,"zapoteco de la Sierra sur, noroeste medio",020,estimada,65.4
2000,0513,Zapoteco,"zapoteco de la Sierra sur, del norte",020,estimada,65.3
2000,0513,Zapoteco,zapoteco de San Baltazar Chichicapam,020,estimada,61.1
2000,0513,Zapoteco,zapoteco de San Miguel Aloápam,020,estimada,57.6
2000,0513,Zapoteco,"zapoteco serrano, del sureste alto",020,estimada,51.9
2000,0513,Zapoteco,"zapoteco de Valles, del oeste central",020,estimada,51.6
2000,0513,Zapoteco,"zapoteco de la Sierra sur, noroeste",020,estimada,50.4
2000,0513,Zapoteco,"zapoteco de la Sierra sur, del sureste alto",020,estimada,46.5
2000,0513,Zapoteco,"zapoteco serrano, del sureste medio",020,estimada,46.5
2000,0513,Zapoteco,zapoteco de Santa María Quiegolani,020,estimada,45.6
2000,0513,Zapoteco,zapoteco de Mixtepec,020,estimada,43.7
2000,0513,Zapoteco,zapoteco del oeste de Tuxtepec,020,estimada,39.9
2000,0513,Zapoteco,"zapoteco serrano, del oeste medio",020,estimada,36.9
2000,0513,Zapoteco,zapoteco de Santiago Yaveo,020,estimada,32.9
2000,0513,Zapoteco,zapoteco de Quiavicuzas,020,estimada,32.2
2000,0513,Zapoteco,"zapoteco de Valles, norte",020,estimada,31.0
2000,0513,Zapoteco,"zapoteco serrano, del este",020,estimada,30.4
2000,0513,Zapoteco,"zapoteco serrano, del noroeste",020,estimada,29.2
2000,0513,Zapoteco,zapoteco de Santiago Laxopa,020,estimada,28.6
2000,0513,Zapoteco,zapoteco de San Antonino el Alto,020,estimada,26.7
2000,0513,Zapoteco,zapoteco de Santa María Temaxcalapa,020,estimada,24.0
2000,0513,Zapoteco,"zapoteco de la Sierra sur, del sureste bajo",020,estimada,18.7
2000,0513,Zapoteco,zapoteco de Zimatlán de Álvarez,020,estimada,13.0
2000,0513,Zapoteco,"zapoteco de Valles, oeste",020,estimada,9.5
2000,0513,Zapoteco,"zapoteco de la Sierra sur, noroeste bajo",020,estimada,8.3
2000,0513,Zapoteco,"zapoteco de Valles, del centro",020,estimada,6.2
2000,0513,Zapoteco,zapoteco de San Bartolo Yautepec,020,estimada,4.5
2000,0513,Zapoteco,zapoteco de San Felipe Tejalápam,020,estimada,2.3
2000,0513,Zapoteco,zapoteco de Asunción Tlacolulita,020,estimada,1.3
2000,0513,Zapoteco,zapoteco de la planicie costera,020,exacta,310.0
2000,0513,Zapoteco,"zapoteco de Valles, del noroeste medio",020,exacta,290.0
2000,0513,Zapoteco,"zapoteco de Valles, del norte central",020,exacta,82.0
2000,0513,Zapoteco,"zapoteco serrano, del oeste",020,exacta,40.0
2000,0513,Zapoteco,zapoteco de la costa central,020,exacta,19.0
2000,0513,Zapoteco,"zapoteco de la Sierra sur, central",020,exacta,14.0
2000,0513,Zapoteco,"zapoteco de Valles, del suroeste medio",020,exacta,12.0
2000,0513,Zapoteco,zapoteco de Petapa,020,exacta,8.0
2000,0513,Zapoteco,zapoteco de la costa noreste,020,exacta,8.0
2000,0513,Zapoteco,"zapoteco serrano, del sureste alto",020,exacta,7.0
2000,0513,Zapoteco,"zapoteco de Valles, del noreste",020,exacta,2.0
2000,0513,Zapoteco,,030,sin,831.0
2000,0513,Zapoteco,,009,sin,784.0
2000,0513,Zapoteco,,015,sin,190.0
2000,0513,Zapoteco,,021,sin,108.0
2000,0513,Zapoteco,,007,sin,69.0
2000,0513,Zapoteco,,013,sin,58.0
2000,0513,Zapoteco,,016,sin,35.0
2000,0513,Zapoteco,,999,sin,35.0
2000,0513,Zapoteco,,012,sin,33.0
2000,0513,Zapoteco,,032,sin,29.0
2000,0513,Zapoteco,,025,sin,19.0
2000,0513,Zapoteco,,022,sin,15.0
2000,0513,Zapoteco,,011,sin,14.0
2000,0513,Zapoteco,,024,sin,13.0
2000,0513,Zapoteco,,031,sin,11.0
2000,0513,Zapoteco,,335,sin,3.0
2000,0513,Zapoteco,,313,sin,1.0
2000,0514,Chatino,chatino central,020,estimada,109.7
2000,0514,Chatino,chatino occidental alto,020,estimada,75.1
2000,0514,Chatino,chatino oriental bajo,020,estimada,72.8
2000,0514,Chatino,chatino occidental bajo,020,estimada,20.2
2000,0514,Chatino,chatino oriental alto,020,estimada,11.1
2000,0514,Chatino,chatino de Zacatepec,020,estimada,6.1
2000,0514,Chatino,chatino central,020,exacta,15.0
2000,0515,Amuzgo,amuzgo del norte,012,estimada,117.0
2000,0515,Amuzgo,amuzgo alto del este,020,estimada,115.9
2000,0515,Amuzgo,amuzgo del sur,012,estimada,74.0
2000,0515,Amuzgo,amuzgo bajo del este,020,estimada,17.1
2000,0515,Amuzgo,amuzgo del norte,012,exacta,47.0
2000,0515,Amuzgo,amuzgo del sur,012,exacta,10.0
2000,0515,Amuzgo,,009,sin,16.0
2000,0515,Amuzgo,,026,sin,10.0
2000,0516,Mixteco,mixteco de Oaxaca de la costa central,020,estimada,1188.5
2000,0516,Mixteco,mixteco del oeste,020,estimada,1173.3
2000,0516,Mixteco,mixteco del oeste alto,020,estimada,834.7
2000,0516,Mixteco,mixteco del suroeste central,020,estimada,810.3
2000,0516,Mixteco,mixteco de la frontera Puebla-Oaxaca,021,estimada,661.4
2000,0516,Mixteco,mixteco de Ixtayutla,020,estimada,543.4
2000,0516,Mixteco,mixteco de Oaxaca de la costa oeste central,020,estimada,511.2
2000,0516,Mixteco,mixteco bajo de Valles,020,estimada,482.9
2000,0516,Mixteco,mixteco del oeste de la costa,020,estimada,443.1
2000,0516,Mixteco,mixteco del norte bajo,020,estimada,422.2
2000,0516,Mixteco,mixteco de Santa María Peñoles,020,estimada,395.6
2000,0516,Mixteco,mixteco de Sierra sur noroeste,020,estimada,392.4
2000,0516,Mixteco,mixteco de Santiago Amoltepec,020,estimada,381.4
2000,0516,Mixteco,mixteco del suroeste,020,estimada,366.7
2000,0516,Mixteco,mixteco de Oaxaca de costa central baja,020,estimada,344.5
2000,0516,Mixteco,mixteco de Oaxaca de la costa noroeste,020,estimada,341.0
2000,0516,Mixteco,mixteco del noreste,020,estimada,338.9
2000,0516,Mixteco,mixteco del noroeste,020,estimada,315.5
2000,0516,Mixteco,mixteco del suroeste de Puebla,021,estimada,311.6
2000,0516,Mixteco,mixteco del sur bajo,020,estimada,297.9
2000,0516,Mixteco,mixteco de Ñumi,020,estimada,277.8
2000,0516,Mixteco,mixteco central,020,estimada,226.8
2000,0516,Mixteco,mixteco del noroeste medio,020,estimada,209.9
2000,0516,Mixteco,mixteco del sur medio,020,estimada,180.9
2000,0516,Mixteco,mixteco del este,020,estimada,174.9
2000,0516,Mixteco,mixteco de Santa María Huazolotitlán,020,estimada,171.0
2000,0516,Mixteco,mixteco de Santa Lucía Monteverde,020,estimada,168.4
2000,0516,Mixteco,mixteco de Sierra sur oeste,020,estimada,164.1
2000,0516,Mixteco,mixteco de San Pablo Tijaltepec,020,estimada,133.9
2000,0516,Mixteco,mixteco de Tlaltempan,021,estimada,118.7
2000,0516,Mixteco,mixteco de Cañada bajo,020,estimada,117.6
2000,0516,Mixteco,mixteco de Zapotitlán,021,estimada,115.3
2000,0516,Mixteco,mixteco del este central,020,estimada,113.3
2000,0516,Mixteco,mixteco de Yosondúa,020,estimada,96.9
2000,0516,Mixteco,mixteco de San Mateo Peñasco,020,estimada,93.7
2000,0516,Mixteco,mixteco de Guerrero del norte,012,estimada,80.8
2000,0516,Mixteco,mixteco de Coatzóspam,020,estimada,77.1
2000,0516,Mixteco,mixteco de San Antonio Sinicahua,020,estimada,77.1
2000,0516,Mixteco,mixteco de Santo Domingo Tonalá,020,estimada,75.9
2000,0516,Mixteco,mixteco de Santa María Yosoyúa,020,estimada,73.0
2000,0516,Mixteco,mixteco de San Juan Tamazola,020,estimada,71.6
2000,0516,Mixteco,mixteco de Cañada central,020,estimada,71.5
2000,0516,Mixteco,mixteco de Villa de Tututepec,020,estimada,70.2
2000,0516,Mixteco,mixteco de oeste central,020,estimada,68.1
2000,0516,Mixteco,mixteco de Mitlatongo,020,estimada,62.2
2000,0516,Mixteco,mixteco de San Luis Acatlán,012,estimada,59.3
2000,0516,Mixteco,mixteco de San Antonio Huitepec,020,estimada,55.4
2000,0516,Mixteco,mixteco de Santa Cruz Itundujia,020,estimada,55.4
2000,0516,Mixteco,mixteco de Yosonotú,020,estimada,53.8
2000,0516,Mixteco,mixteco del sureste central,020,estimada,53.0
2000,0516,Mixteco,mixteco de Ayutla,012,estimada,52.5
2000,0516,Mixteco,mixteco de Yutanduchi de Guerrero,020,estimada,49.5
