anio,nivel,cve,nombre,poblacion,sexo,num,den,casos,ee,cota,fuente,universo
2005,alcaldia,009,Milpa Alta,hablantes5,Hombres,1666.0,50465.0,,,censo,"II Conteo de Población y Vivienda 2005 (INEGI), ITER",Población de 5 años y más
2005,alcaldia,009,Milpa Alta,hablantes5,Mujeres,1529.0,52654.0,,,censo,"II Conteo de Población y Vivienda 2005 (INEGI), ITER",Población de 5 años y más
2005,alcaldia,009,Milpa Alta,hablantes5,Total,3195.0,103119.0,,,censo,"II Conteo de Población y Vivienda 2005 (INEGI), ITER",Población de 5 años y más
2005,alcaldia,009,Milpa Alta,hogares,Total,8013.0,115895.0,,,censo,"II Conteo de Población y Vivienda 2005 (INEGI), ITER",Población total
2005,alcaldia,009,Milpa Alta,monolingues,Total,16.0,3195.0,,,censo,"II Conteo de Población y Vivienda 2005 (INEGI), ITER",Hablantes de lengua indígena
2005,alcaldia,010,Álvaro Obregón,hablantes5,Hombres,3575.0,301340.0,,,censo,"II Conteo de Población y Vivienda 2005 (INEGI), ITER",Población de 5 años y más
2005,alcaldia,010,Álvaro Obregón,hablantes5,Mujeres,4929.0,335491.0,,,censo,"II Conteo de Población y Vivienda 2005 (INEGI), ITER",Población de 5 años y más
2005,alcaldia,010,Álvaro Obregón,hablantes5,Total,8504.0,636831.0,,,censo,"II Conteo de Población y Vivienda 2005 (INEGI), ITER",Población de 5 años y más
2005,alcaldia,010,Álvaro Obregón,hogares,Total,15933.0,706567.0,,,censo,"II Conteo de Población y Vivienda 2005 (INEGI), ITER",Población total
2005,alcaldia,010,Álvaro Obregón,monolingues,Total,24.0,8504.0,,,censo,"II Conteo de Población y Vivienda 2005 (INEGI), ITER",Hablantes de lengua indígena
2005,alcaldia,011,Tláhuac,hablantes5,Hombres,1962.0,147893.0,,,censo,"II Conteo de Población y Vivienda 2005 (INEGI), ITER",Población de 5 años y más
2005,alcaldia,011,Tláhuac,hablantes5,Mujeres,1969.0,158028.0,,,censo,"II Conteo de Población y Vivienda 2005 (INEGI), ITER",Población de 5 años y más
2005,alcaldia,011,Tláhuac,hablantes5,Total,3931.0,305921.0,,,censo,"II Conteo de Población y Vivienda 2005 (INEGI), ITER",Población de 5 años y más
2005,alcaldia,011,Tláhuac,hogares,Total,9515.0,344106.0,,,censo,"II Conteo de Población y Vivienda 2005 (INEGI), ITER",Población total
2005,alcaldia,011,Tláhuac,monolingues,Total,18.0,3931.0,,,censo,"II Conteo de Población y Vivienda 2005 (INEGI), ITER",Hablantes de lengua indígena
2005,alcaldia,012,Tlalpan,hablantes5,Hombres,4304.0,257373.0,,,censo,"II Conteo de Población y Vivienda 2005 (INEGI), ITER",Población de 5 años y más
2005,alcaldia,012,Tlalpan,hablantes5,Mujeres,5218.0,281397.0,,,censo,"II Conteo de Población y Vivienda 2005 (INEGI), ITER",Población de 5 años y más
2005,alcaldia,012,Tlalpan,hablantes5,Total,9522.0,538770.0,,,censo,"II Conteo de Población y Vivienda 2005 (INEGI), ITER",Población de 5 años y más
2005,alcaldia,012,Tlalpan,hogares,Total,19707.0,607545.0,,,censo,"II Conteo de Población y Vivienda 2005 (INEGI), ITER",Población total
2005,alcaldia,012,Tlalpan,monolingues,Total,22.0,9522.0,,,censo,"II Conteo de Población y Vivienda 2005 (INEGI), ITER",Hablantes de lengua indígena
2005,alcaldia,013,Xochimilco,hablantes5,Hombres,4300.0,175672.0,,,censo,"II Conteo de Población y Vivienda 2005 (INEGI), ITER",Población de 5 años y más
2005,alcaldia,013,Xochimilco,hablantes5,Mujeres,4130.0,181345.0,,,censo,"II Conteo de Población y Vivienda 2005 (INEGI), ITER",Población de 5 años y más
2005,alcaldia,013,Xochimilco,hablantes5,Total,8430.0,357017.0,,,censo,"II Conteo de Población y Vivienda 2005 (INEGI), ITER",Población de 5 años y más
2005,alcaldia,013,Xochimilco,hogares,Total,19094.0,404458.0,,,censo,"II Conteo de Población y Vivienda 2005 (INEGI), ITER",Población total
2005,alcaldia,013,Xochimilco,monolingues,Total,27.0,8430.0,,,censo,"II Conteo de Población y Vivienda 2005 (INEGI), ITER",Hablantes de lengua indígena
2005,alcaldia,014,Benito Juárez,hablantes5,Hombres,1433.0,142128.0,,,censo,"II Conteo de Población y Vivienda 2005 (INEGI), ITER",Población de 5 años y más
2005,alcaldia,014,Benito Juárez,hablantes5,Mujeres,2650.0,174449.0,,,censo,"II Conteo de Población y Vivienda 2005 (INEGI), ITER",Población de 5 años y más
2005,alcaldia,014,Benito Juárez,hablantes5,Total,4083.0,316577.0,,,censo,"II Conteo de Población y Vivienda 2005 (INEGI), ITER",Población de 5 años y más
2005,alcaldia,014,Benito Juárez,hogares,Total,5409.0,355017.0,,,censo,"II Conteo de Población y Vivienda 2005 (INEGI), ITER",Población total
2005,alcaldia,014,Benito Juárez,monolingues,Total,7.0,4083.0,,,censo,"II Conteo de Población y Vivienda 2005 (INEGI), ITER",Hablantes de lengua indígena
2005,alcaldia,015,Cuauhtémoc,hablantes5,Hombres,3735.0,212301.0,,,censo,"II Conteo de Población y Vivienda 2005 (INEGI), ITER",Población de 5 años y más
2005,alcaldia,015,Cuauhtémoc,hablantes5,Mujeres,4071.0,242789.0,,,censo,"II Conteo de Población y Vivienda 2005 (INEGI), ITER",Población de 5 años y más
2005,alcaldia,015,Cuauhtémoc,hablantes5,Total,7806.0,455090.0,,,censo,"II Conteo de Población y Vivienda 2005 (INEGI), ITER",Población de 5 años y más
2005,alcaldia,015,Cuauhtémoc,hogares,Total,14929.0,521348.0,,,censo,"II Conteo de Población y Vivienda 2005 (INEGI), ITER",Población total
2005,alcaldia,015,Cuauhtémoc,monolingues,Total,29.0,7806.0,,,censo,"II Conteo de Población y Vivienda 2005 (INEGI), ITER",Hablantes de lengua indígena
2005,alcaldia,016,Miguel Hidalgo,hablantes5,Hombres,1361.0,140625.0,,,censo,"II Conteo de Población y Vivienda 2005 (INEGI), ITER",Población de 5 años y más
2005,alcaldia,016,Miguel Hidalgo,hablantes5,Mujeres,2578.0,168062.0,,,censo,"II Conteo de Población y Vivienda 2005 (INEGI), ITER",Población de 5 años y más
2005,alcaldia,016,Miguel Hidalgo,hablantes5,Total,3939.0,308687.0,,,censo,"II Conteo de Población y Vivienda 2005 (INEGI), ITER",Población de 5 años y más
2005,alcaldia,016,Miguel Hidalgo,hogares,Total,5478.0,353534.0,,,censo,"II Conteo de Población y Vivienda 2005 (INEGI), ITER",Población total
2005,alcaldia,016,Miguel Hidalgo,monolingues,Total,5.0,3939.0,,,censo,"II Conteo de Población y Vivienda 2005 (INEGI), ITER",Hablantes de lengua indígena
2005,alcaldia,017,Venustiano Carranza,hablantes5,Hombres,2293.0,186722.0,,,censo,"II Conteo de Población y Vivienda 2005 (INEGI), ITER",Población de 5 años y más
2005,alcaldia,017,Venustiano Carranza,hablantes5,Mujeres,2403.0,210511.0,,,censo,"II Conteo de Población y Vivienda 2005 (INEGI), ITER",Población de 5 años y más
2005,alcaldia,017,Venustiano Carranza,hablantes5,Total,4696.0,397233.0,,,censo,"II Conteo de Población y Vivienda 2005 (INEGI), ITER",Población de 5 años y más
2005,alcaldia,017,Venustiano Carranza,hogares,Total,9623.0,447459.0,,,censo,"II Conteo de Población y Vivienda 2005 (INEGI), ITER",Población total
2005,alcaldia,017,Venustiano Carranza,monolingues,Total,17.0,4696.0,,,censo,"II Conteo de Población y Vivienda 2005 (INEGI), ITER",Hablantes de lengua indígena
2005,entidad,09,Ciudad de México,hablantes5,Hombres,55487.0,3702748.0,,,censo,"II Conteo de Población y Vivienda 2005 (INEGI), ITER",Población de 5 años y más
2005,entidad,09,Ciudad de México,hablantes5,Mujeres,62937.0,4092219.0,,,censo,"II Conteo de Población y Vivienda 2005 (INEGI), ITER",Población de 5 años y más
2005,entidad,09,Ciudad de México,hablantes5,Total,118424.0,7794967.0,,,censo,"II Conteo de Población y Vivienda 2005 (INEGI), ITER",Población de 5 años y más
2005,entidad,09,Ciudad de México,hogares,Total,247208.0,8720916.0,,,censo,"II Conteo de Población y Vivienda 2005 (INEGI), ITER",Población total
2005,entidad,09,Ciudad de México,monolingues,Total,401.0,118424.0,,,censo,"II Conteo de Población y Vivienda 2005 (INEGI), ITER",Hablantes de lengua indígena
2010,alcaldia,002,Azcapotzalco,ambas,Hombres,749.0,186147.0,5376.0,,muestra,"Censo de Población y Vivienda 2010 (INEGI), cuestionario ampliado",Población de 3 años y más
2010,alcaldia,002,Azcapotzalco,ambas,Mujeres,928.0,214733.0,6191.0,,muestra,"Censo de Población y Vivienda 2010 (INEGI), cuestionario ampliado",Población de 3 años y más
2010,alcaldia,002,Azcapotzalco,ambas,Total,1677.0,400880.0,11567.0,,muestra,"Censo de Población y Vivienda 2010 (INEGI), cuestionario ampliado",Población de 3 años y más
2010,alcaldia,002,Azcapotzalco,autoads,Hombres,5222.0,186147.0,5376.0,,muestra,"Censo de Población y Vivienda 2010 (INEGI), cuestionario ampliado",Población de 3 años y más
2010,alcaldia,002,Azcapotzalco,autoads,Mujeres,6607.0,214733.0,6191.0,,muestra,"Censo de Población y Vivienda 2010 (INEGI), cuestionario ampliado",Población de 3 años y más
2010,alcaldia,002,Azcapotzalco,autoads,Total,11829.0,400880.0,11567.0,,muestra,"Censo de Población y Vivienda 2010 (INEGI), cuestionario ampliado",Población de 3 años y más
2010,alcaldia,002,Azcapotzalco,hablantes3,Hombres,1425.0,183551.0,,,censo,"Censo de Población y Vivienda 2010 (INEGI), ITER",Población de 3 años y más
2010,alcaldia,002,Azcapotzalco,hablantes3,Mujeres,1593.0,206628.0,,,censo,"Censo de Población y Vivienda 2010 (INEGI), ITER",Población de 3 años y más
2010,alcaldia,002,Azcapotzalco,hablantes3,Total,3018.0,390179.0,,,censo,"Censo de Población y Vivienda 2010 (INEGI), ITER",Población de 3 años y más
2010,alcaldia,002,Azcapotzalco,hablantes5,Total,2995.0,379605.0,,,censo,"Censo de Población y Vivienda 2010 (INEGI), ITER",Población de 5 años y más
2010,alcaldia,002,Azcapotzalco,hogares,Total,6671.0,414711.0,,,censo,"Censo de Población y Vivienda 2010 (INEGI), ITER",Población total
2010,alcaldia,002,Azcapotzalco,monolingues,Hombres,2.0,1425.0,,,censo,"Censo de Población y Vivienda 2010 (INEGI), ITER",Hablantes de lengua indígena
2010,alcaldia,002,Azcapotzalco,monolingues,Mujeres,9.0,1593.0,,,censo,"Censo de Población y Vivienda 2010 (INEGI), ITER",Hablantes de lengua indígena
2010,alcaldia,002,Azcapotzalco,monolingues,Total,11.0,3018.0,,,censo,"Censo de Población y Vivienda 2010 (INEGI), ITER",Hablantes de lengua indígena
2010,alcaldia,002,Azcapotzalco,todas,Hombres,5887.0,186147.0,5376.0,,muestra,"Censo de Población y Vivienda 2010 (INEGI), cuestionario ampliado",Población de 3 años y más
2010,alcaldia,002,Azcapotzalco,todas,Mujeres,7090.0,214733.0,6191.0,,muestra,"Censo de Población y Vivienda 2010 (INEGI), cuestionario ampliado",Población de 3 años y más
2010,alcaldia,002,Azcapotzalco,todas,Total,12977.0,400880.0,11567.0,,muestra,"Censo de Población y Vivienda 2010 (INEGI), cuestionario ampliado",Población de 3 años y más
2010,alcaldia,003,Coyoacán,ambas,Hombres,2336.0,275933.0,9058.0,,muestra,"Censo de Población y Vivienda 2010 (INEGI), cuestionario ampliado",Población de 3 años y más
2010,alcaldia,003,Coyoacán,ambas,Mujeres,3571.0,323282.0,10230.0,,muestra,"Censo de Población y Vivienda 2010 (INEGI), cuestionario ampliado",Población de 3 años y más
2010,alcaldia,003,Coyoacán,ambas,Total,5907.0,599215.0,19288.0,,muestra,"Censo de Población y Vivienda 2010 (INEGI), cuestionario ampliado",Población de 3 años y más
2010,alcaldia,003,Coyoacán,autoads,Hombres,13658.0,275933.0,9058.0,,muestra,"Censo de Población y Vivienda 2010 (INEGI), cuestionario ampliado",Población de 3 años y más
2010,alcaldia,003,Coyoacán,autoads,Mujeres,18135.0,323282.0,10230.0,,muestra,"Censo de Población y Vivienda 2010 (INEGI), cuestionario ampliado",Población de 3 años y más
2010,alcaldia,003,Coyoacán,autoads,Total,31793.0,599215.0,19288.0,,muestra,"Censo de Población y Vivienda 2010 (INEGI), cuestionario ampliado",Población de 3 años y más
2010,alcaldia,003,Coyoacán,hablantes3,Hombres,3573.0,271018.0,,,censo,"Censo de Población y Vivienda 2010 (INEGI), ITER",Población de 3 años y más
2010,alcaldia,003,Coyoacán,hablantes3,Mujeres,4704.0,306898.0,,,censo,"Censo de Población y Vivienda 2010 (INEGI), ITER",Población de 3 años y más
2010,alcaldia,003,Coyoacán,hablantes3,Total,8277.0,577916.0,,,censo,"Censo de Población y Vivienda 2010 (INEGI), ITER",Población de 3 años y más
2010,alcaldia,003,Coyoacán,hablantes5,Total,8213.0,562969.0,,,censo,"Censo de Población y Vivienda 2010 (INEGI), ITER",Población de 5 años y más
2010,alcaldia,003,Coyoacán,hogares,Total,15802.0,620416.0,,,censo,"Censo de Población y Vivienda 2010 (INEGI), ITER",Población total
2010,alcaldia,003,Coyoacán,monolingues,Hombres,8.0,3573.0,,,censo,"Censo de Población y Vivienda 2010 (INEGI), ITER",Hablantes de lengua indígena
2010,alcaldia,003,Coyoacán,monolingues,Mujeres,24.0,4704.0,,,censo,"Censo de Población y Vivienda 2010 (INEGI), ITER",Hablantes de lengua indígena
2010,alcaldia,003,Coyoacán,monolingues,Total,32.0,8277.0,,,censo,"Censo de Población y Vivienda 2010 (INEGI), ITER",Hablantes de lengua indígena
2010,alcaldia,003,Coyoacán,todas,Hombres,15395.0,275933.0,9058.0,,muestra,"Censo de Población y Vivienda 2010 (INEGI), cuestionario ampliado",Población de 3 años y más
2010,alcaldia,003,Coyoacán,todas,Mujeres,19787.0,323282.0,10230.0,,muestra,"Censo de Población y Vivienda 2010 (INEGI), cuestionario ampliado",Población de 3 años y más
2010,alcaldia,003,Coyoacán,todas,Total,35182.0,599215.0,19288.0,,muestra,"Censo de Población y Vivienda 2010 (INEGI), cuestionario ampliado",Población de 3 años y más
2010,alcaldia,004,Cuajimalpa de Morelos,ambas,Hombres,810.0,83669.0,5571.0,0.00026,muestra,"Censo de Población y Vivienda 2010 (INEGI), cuestionario ampliado",Población de 3 años y más
2010,alcaldia,004,Cuajimalpa de Morelos,ambas,Mujeres,1193.0,93124.0,6183.0,0.000503,muestra,"Censo de Población y Vivienda 2010 (INEGI), cuestionario ampliado",Población de 3 años y más
2010,alcaldia,004,Cuajimalpa de Morelos,ambas,Total,2003.0,176793.0,11754.0,0.000316,muestra,"Censo de Población y Vivienda 2010 (INEGI), cuestionario ampliado",Población de 3 años y más
2010,alcaldia,004,Cuajimalpa de Morelos,autoads,Hombres,5065.0,83669.0,5571.0,0.003176,muestra,"Censo de Población y Vivienda 2010 (INEGI), cuestionario ampliado",Población de 3 años y más
2010,alcaldia,004,Cuajimalpa de Morelos,autoads,Mujeres,5104.0,93124.0,6183.0,0.005252,muestra,"Censo de Población y Vivienda 2010 (INEGI), cuestionario ampliado",Población de 3 años y más
2010,alcaldia,004,Cuajimalpa de Morelos,autoads,Total,10169.0,176793.0,11754.0,0.004308,muestra,"Censo de Población y Vivienda 2010 (INEGI), cuestionario ampliado",Población de 3 años y más
2010,alcaldia,004,Cuajimalpa de Morelos,hablantes3,Hombres,810.0,81984.0,,,censo,"Censo de Población y Vivienda 2010 (INEGI), ITER",Población de 3 años y más
2010,alcaldia,004,Cuajimalpa de Morelos,hablantes3,Mujeres,1252.0,91066.0,,,censo,"Censo de Población y Vivienda 2010 (INEGI), ITER",Población de 3 años y más
2010,alcaldia,004,Cuajimalpa de Morelos,hablantes3,Total,2062.0,173050.0,,,censo,"Censo de Población y Vivienda 2010 (INEGI), ITER",Población de 3 años y más
2010,alcaldia,004,Cuajimalpa de Morelos,hablantes5,Total,2049.0,166522.0,,,censo,"Censo de Población y Vivienda 2010 (INEGI), ITER",Población de 5 años y más
2010,alcaldia,004,Cuajimalpa de Morelos,hogares,Total,3584.0,186391.0,,,censo,"Censo de Población y Vivienda 2010 (INEGI), ITER",Población total
2010,alcaldia,004,Cuajimalpa de Morelos,monolingues,Hombres,1.0,810.0,,,censo,"Censo de Población y Vivienda 2010 (INEGI), ITER",Hablantes de lengua indígena
2010,alcaldia,004,Cuajimalpa de Morelos,monolingues,Mujeres,3.0,1252.0,,,censo,"Censo de Población y Vivienda 2010 (INEGI), ITER",Hablantes de lengua indígena
2010,alcaldia,004,Cuajimalpa de Morelos,monolingues,Total,4.0,2062.0,,,censo,"Censo de Población y Vivienda 2010 (INEGI), ITER",Hablantes de lengua indígena
2010,alcaldia,004,Cuajimalpa de Morelos,todas,Hombres,5541.0,83669.0,5571.0,0.003259,muestra,"Censo de Población y Vivienda 2010 (INEGI), cuestionario ampliado",Población de 3 años y más
2010,alcaldia,004,Cuajimalpa de Morelos,todas,Mujeres,6018.0,93124.0,6183.0,0.005234,muestra,"Censo de Población y Vivienda 2010 (INEGI), cuestionario ampliado",Población de 3 años y más
2010,alcaldia,004,Cuajimalpa de Morelos,todas,Total,11559.0,176793.0,11754.0,0.004152,muestra,"Censo de Población y Vivienda 2010 (INEGI), cuestionario ampliado",Población de 3 años y más
2010,alcaldia,005,Gustavo A. Madero,ambas,Hombres,6486.0,527152.0,17571.0,,muestra,"Censo de Población y Vivienda 2010 (INEGI), cuestionario ampliado",Población de 3 años y más
2010,alcaldia,005,Gustavo A. Madero,ambas,Mujeres,6805.0,596536.0,19704.0,,muestra,"Censo de Población y Vivienda 2010 (INEGI), cuestionario ampliado",Población de 3 años y más
2010,alcaldia,005,Gustavo A. Madero,ambas,Total,13291.0,1123688.0,37275.0,,muestra,"Censo de Población y Vivienda 2010 (INEGI), cuestionario ampliado",Población de 3 años y más
2010,alcaldia,005,Gustavo A. Madero,autoads,Hombres,14005.0,527152.0,17571.0,,muestra,"Censo de Población y Vivienda 2010 (INEGI), cuestionario ampliado",Población de 3 años y más
2010,alcaldia,005,Gustavo A. Madero,autoads,Mujeres,13085.0,596536.0,19704.0,,muestra,"Censo de Población y Vivienda 2010 (INEGI), cuestionario ampliado",Población de 3 años y más
2010,alcaldia,005,Gustavo A. Madero,autoads,Total,27090.0,1123688.0,37275.0,,muestra,"Censo de Población y Vivienda 2010 (INEGI), cuestionario ampliado",Población de 3 años y más
2010,alcaldia,005,Gustavo A. Madero,hablantes3,Hombres,7362.0,539973.0,,,censo,"Censo de Población y Vivienda 2010 (INEGI), ITER",Población de 3 años y más
2010,alcaldia,005,Gustavo A. Madero,hablantes3,Mujeres,7615.0,583948.0,,,censo,"Censo de Población y Vivienda 2010 (INEGI), ITER",Población de 3 años y más
2010,alcaldia,005,Gustavo A. Madero,hablantes3,Total,14977.0,1123921.0,,,censo,"Censo de Población y Vivienda 2010 (INEGI), ITER",Población de 3 años y más
2010,alcaldia,005,Gustavo A. Madero,hablantes5,Total,14849.0,1089359.0,,,censo,"Censo de Población y Vivienda 2010 (INEGI), ITER",Población de 5 años y más
2010,alcaldia,005,Gustavo A. Madero,hogares,Total,33245.0,1185772.0,,,censo,"Censo de Población y Vivienda 2010 (INEGI), ITER",Población total
2010,alcaldia,005,Gustavo A. Madero,monolingues,Hombres,35.0,7362.0,,,censo,"Censo de Población y Vivienda 2010 (INEGI), ITER",Hablantes de lengua indígena
2010,alcaldia,005,Gustavo A. Madero,monolingues,Mujeres,79.0,7615.0,,,censo,"Censo de Población y Vivienda 2010 (INEGI), ITER",Hablantes de lengua indígena
2010,alcaldia,005,Gustavo A. Madero,monolingues,Total,114.0,14977.0,,,censo,"Censo de Población y Vivienda 2010 (INEGI), ITER",Hablantes de lengua indígena
2010,alcaldia,005,Gustavo A. Madero,todas,Hombres,15756.0,527152.0,17571.0,,muestra,"Censo de Población y Vivienda 2010 (INEGI), cuestionario ampliado",Población de 3 años y más
2010,alcaldia,005,Gustavo A. Madero,todas,Mujeres,15038.0,596536.0,19704.0,,muestra,"Censo de Población y Vivienda 2010 (INEGI), cuestionario ampliado",Población de 3 años y más
2010,alcaldia,005,Gustavo A. Madero,todas,Total,30794.0,1123688.0,37275.0,,muestra,"Censo de Población y Vivienda 2010 (INEGI), cuestionario ampliado",Población de 3 años y más
2010,alcaldia,006,Iztacalco,ambas,Hombres,1447.0,176710.0,7072.0,,muestra,"Censo de Población y Vivienda 2010 (INEGI), cuestionario ampliado",Población de 3 años y más
2010,alcaldia,006,Iztacalco,ambas,Mujeres,1584.0,191998.0,7784.0,,muestra,"Censo de Población y Vivienda 2010 (INEGI), cuestionario ampliado",Población de 3 años y más
2010,alcaldia,006,Iztacalco,ambas,Total,3031.0,368708.0,14856.0,,muestra,"Censo de Población y Vivienda 2010 (INEGI), cuestionario ampliado",Población de 3 años y más
2010,alcaldia,006,Iztacalco,autoads,Hombres,4528.0,176710.0,7072.0,,muestra,"Censo de Población y Vivienda 2010 (INEGI), cuestionario ampliado",Población de 3 años y más
2010,alcaldia,006,Iztacalco,autoads,Mujeres,4426.0,191998.0,7784.0,,muestra,"Censo de Población y Vivienda 2010 (INEGI), cuestionario ampliado",Población de 3 años y más
2010,alcaldia,006,Iztacalco,autoads,Total,8954.0,368708.0,14856.0,,muestra,"Censo de Población y Vivienda 2010 (INEGI), cuestionario ampliado",Población de 3 años y más
2010,alcaldia,006,Iztacalco,hablantes3,Hombres,1817.0,171243.0,,,censo,"Censo de Población y Vivienda 2010 (INEGI), ITER",Población de 3 años y más
2010,alcaldia,006,Iztacalco,hablantes3,Mujeres,1903.0,190564.0,,,censo,"Censo de Población y Vivienda 2010 (INEGI), ITER",Población de 3 años y más
2010,alcaldia,006,Iztacalco,hablantes3,Total,3720.0,361807.0,,,censo,"Censo de Población y Vivienda 2010 (INEGI), ITER",Población de 3 años y más
2010,alcaldia,006,Iztacalco,hablantes5,Total,3693.0,351364.0,,,censo,"Censo de Población y Vivienda 2010 (INEGI), ITER",Población de 5 años y más
2010,alcaldia,006,Iztacalco,hogares,Total,7945.0,384326.0,,,censo,"Censo de Población y Vivienda 2010 (INEGI), ITER",Población total
2010,alcaldia,006,Iztacalco,monolingues,Hombres,5.0,1817.0,,,censo,"Censo de Población y Vivienda 2010 (INEGI), ITER",Hablantes de lengua indígena
2010,alcaldia,006,Iztacalco,monolingues,Mujeres,5.0,1903.0,,,censo,"Censo de Población y Vivienda 2010 (INEGI), ITER",Hablantes de lengua indígena
2010,alcaldia,006,Iztacalco,monolingues,Total,10.0,3720.0,,,censo,"Censo de Población y Vivienda 2010 (INEGI), ITER",Hablantes de lengua indígena
2010,alcaldia,006,Iztacalco,todas,Hombres,5120.0,176710.0,7072.0,,muestra,"Censo de Población y Vivienda 2010 (INEGI), cuestionario ampliado",Población de 3 años y más
2010,alcaldia,006,Iztacalco,todas,Mujeres,4925.0,191998.0,7784.0,,muestra,"Censo de Población y Vivienda 2010 (INEGI), cuestionario ampliado",Población de 3 años y más
2010,alcaldia,006,Iztacalco,todas,Total,10045.0,368708.0,14856.0,,muestra,"Censo de Población y Vivienda 2010 (INEGI), cuestionario ampliado",Población de 3 años y más
2010,alcaldia,007,Iztapalapa,ambas,Hombres,16628.0,826582.0,28150.0,,muestra,"Censo de Población y Vivienda 2010 (INEGI), cuestionario ampliado",Población de 3 años y más
2010,alcaldia,007,Iztapalapa,ambas,Mujeres,14777.0,884590.0,30412.0,,muestra,"Censo de Población y Vivienda 2010 (INEGI), cuestionario ampliado",Población de 3 años y más
2010,alcaldia,007,Iztapalapa,ambas,Total,31405.0,1711172.0,58562.0,,muestra,"Censo de Población y Vivienda 2010 (INEGI), cuestionario ampliado",Población de 3 años y más
2010,alcaldia,007,Iztapalapa,autoads,Hombres,50826.0,826582.0,28150.0,,muestra,"Censo de Población y Vivienda 2010 (INEGI), cuestionario ampliado",Población de 3 años y más
2010,alcaldia,007,Iztapalapa,autoads,Mujeres,51633.0,884590.0,30412.0,,muestra,"Censo de Población y Vivienda 2010 (INEGI), cuestionario ampliado",Población de 3 años y más
2010,alcaldia,007,Iztapalapa,autoads,Total,102459.0,1711172.0,58562.0,,muestra,"Censo de Población y Vivienda 2010 (INEGI), cuestionario ampliado",Población de 3 años y más
2010,alcaldia,007,Iztapalapa,hablantes3,Hombres,15161.0,827246.0,,,censo,"Censo de Población y Vivienda 2010 (INEGI), ITER",Población de 3 años y más
2010,alcaldia,007,Iztapalapa,hablantes3,Mujeres,15065.0,882782.0,,,censo,"Censo de Población y Vivienda 2010 (INEGI), ITER",Población de 3 años y más
2010,alcaldia,007,Iztapalapa,hablantes3,Total,30226.0,1710028.0,,,censo,"Censo de Población y Vivienda 2010 (INEGI), ITER",Población de 3 años y más
2010,alcaldia,007,Iztapalapa,hablantes5,Total,30027.0,1648585.0,,,censo,"Censo de Población y Vivienda 2010 (INEGI), ITER",Población de 5 años y más
2010,alcaldia,007,Iztapalapa,hogares,Total,74633.0,1815786.0,,,censo,"Censo de Población y Vivienda 2010 (INEGI), ITER",Población total
2010,alcaldia,007,Iztapalapa,monolingues,Hombres,60.0,15161.0,,,censo,"Censo de Población y Vivienda 2010 (INEGI), ITER",Hablantes de lengua indígena
2010,alcaldia,007,Iztapalapa,monolingues,Mujeres,130.0,15065.0,,,censo,"Censo de Población y Vivienda 2010 (INEGI), ITER",Hablantes de lengua indígena
2010,alcaldia,007,Iztapalapa,monolingues,Total,190.0,30226.0,,,censo,"Censo de Población y Vivienda 2010 (INEGI), ITER",Hablantes de lengua indígena
2010,alcaldia,007,Iztapalapa,todas,Hombres,54283.0,826582.0,28150.0,,muestra,"Censo de Población y Vivienda 2010 (INEGI), cuestionario ampliado",Población de 3 años y más
2010,alcaldia,007,Iztapalapa,todas,Mujeres,55705.0,884590.0,30412.0,,muestra,"Censo de Población y Vivienda 2010 (INEGI), cuestionario ampliado",Población de 3 años y más
2010,alcaldia,007,Iztapalapa,todas,Total,109988.0,1711172.0,58562.0,,muestra,"Censo de Población y Vivienda 2010 (INEGI), cuestionario ampliado",Población de 3 años y más
2010,alcaldia,008,La Magdalena Contreras,ambas,Hombres,1272.0,109560.0,3523.0,0.00011,muestra,"Censo de Población y Vivienda 2010 (INEGI), cuestionario ampliado",Población de 3 años y más
2010,alcaldia,008,La Magdalena Contreras,ambas,Mujeres,1564.0,118935.0,3813.0,2.4e-05,muestra,"Censo de Población y Vivienda 2010 (INEGI), cuestionario ampliado",Población de 3 años y más
2010,alcaldia,008,La Magdalena Contreras,ambas,Total,2836.0,228495.0,7336.0,8.3e-05,muestra,"Censo de Población y Vivienda 2010 (INEGI), cuestionario ampliado",Población de 3 años y más
2010,alcaldia,008,La Magdalena Contreras,autoads,Hombres,9492.0,109560.0,3523.0,0.000474,muestra,"Censo de Población y Vivienda 2010 (INEGI), cuestionario ampliado",Población de 3 años y más
2010,alcaldia,008,La Magdalena Contreras,autoads,Mujeres,10516.0,118935.0,3813.0,0.000159,muestra,"Censo de Población y Vivienda 2010 (INEGI), cuestionario ampliado",Población de 3 años y más
2010,alcaldia,008,La Magdalena Contreras,autoads,Total,20008.0,228495.0,7336.0,0.000345,muestra,"Censo de Población y Vivienda 2010 (INEGI), cuestionario ampliado",Población de 3 años y más
2010,alcaldia,008,La Magdalena Contreras,hablantes3,Hombres,1173.0,108356.0,,,censo,"Censo de Población y Vivienda 2010 (INEGI), ITER",Población de 3 años y más
2010,alcaldia,008,La Magdalena Contreras,hablantes3,Mujeres,1643.0,118449.0,,,censo,"Censo de Población y Vivienda 2010 (INEGI), ITER",Población de 3 años y más
2010,alcaldia,008,La Magdalena Contreras,hablantes3,Total,2816.0,226805.0,,,censo,"Censo de Población y Vivienda 2010 (INEGI), ITER",Población de 3 años y más
