anio,nivel,cve,nombre,lengua,lengua_nombre,familia,sexo,num,den,casos,ee,fuente
2015,alcaldia,007,Iztapalapa,0601,Huasteco,maya,Hombres,121.0,836632.0,47722,7.084512195291913e-05,"Encuesta Intercensal 2015 (INEGI), microdatos"
2015,alcaldia,013,Xochimilco,0601,Huasteco,maya,Mujeres,18.0,207198.0,17066,6.75330004742555e-05,"Encuesta Intercensal 2015 (INEGI), microdatos"
2015,alcaldia,014,Benito Juárez,0601,Huasteco,maya,Hombres,47.0,186974.0,9548,,"Encuesta Intercensal 2015 (INEGI), microdatos"
2015,alcaldia,006,Iztacalco,0601,Huasteco,maya,Hombres,5.0,176998.0,9001,,"Encuesta Intercensal 2015 (INEGI), microdatos"
2015,alcaldia,017,Venustiano Carranza,0601,Huasteco,maya,Mujeres,40.0,219680.0,11712,,"Encuesta Intercensal 2015 (INEGI), microdatos"
2015,alcaldia,010,Álvaro Obregón,0601,Huasteco,maya,Mujeres,13.0,378535.0,22016,,"Encuesta Intercensal 2015 (INEGI), microdatos"
2015,alcaldia,008,La Magdalena Contreras,0601,Huasteco,maya,Mujeres,34.0,120623.0,8995,4.654970972978589e-05,"Encuesta Intercensal 2015 (INEGI), microdatos"
2015,alcaldia,009,Milpa Alta,0601,Huasteco,maya,Hombres,7.0,63632.0,8851,,"Encuesta Intercensal 2015 (INEGI), microdatos"
2015,alcaldia,016,Miguel Hidalgo,0601,Huasteco,maya,Mujeres,14.0,191249.0,10731,,"Encuesta Intercensal 2015 (INEGI), microdatos"
2015,alcaldia,005,Gustavo A. Madero,0601,Huasteco,maya,Hombres,73.0,531706.0,29250,2.0488783454111666e-05,"Encuesta Intercensal 2015 (INEGI), microdatos"
2015,alcaldia,007,Iztapalapa,0601,Huasteco,maya,Mujeres,106.0,911249.0,51766,7.138492074063886e-05,"Encuesta Intercensal 2015 (INEGI), microdatos"
2015,alcaldia,016,Miguel Hidalgo,0601,Huasteco,maya,Hombres,19.0,160433.0,8977,,"Encuesta Intercensal 2015 (INEGI), microdatos"
2015,alcaldia,012,Tlalpan,0601,Huasteco,maya,Mujeres,38.0,342489.0,26957,,"Encuesta Intercensal 2015 (INEGI), microdatos"
2015,alcaldia,004,Cuajimalpa de Morelos,0601,Huasteco,maya,Hombres,7.0,91105.0,8684,,"Encuesta Intercensal 2015 (INEGI), microdatos"
2015,alcaldia,017,Venustiano Carranza,0601,Huasteco,maya,Hombres,18.0,191031.0,10361,,"Encuesta Intercensal 2015 (INEGI), microdatos"
2015,alcaldia,003,Coyoacán,0601,Huasteco,maya,Hombres,11.0,269097.0,16728,,"Encuesta Intercensal 2015 (INEGI), microdatos"
2015,alcaldia,014,Benito Juárez,0602,Maya,maya,Mujeres,127.0,219013.0,11405,0.00018428953693749934,"Encuesta Intercensal 2015 (INEGI), microdatos"
2015,alcaldia,012,Tlalpan,0602,Maya,maya,Hombres,40.0,307584.0,24514,2.2757503462694454e-06,"Encuesta Intercensal 2015 (INEGI), microdatos"
2015,alcaldia,004,Cuajimalpa de Morelos,0602,Maya,maya,Mujeres,5.0,98827.0,9090,,"Encuesta Intercensal 2015 (INEGI), microdatos"
2015,alcaldia,007,Iztapalapa,0602,Maya,maya,Hombres,166.0,836632.0,47722,2.165995916757567e-05,"Encuesta Intercensal 2015 (INEGI), microdatos"
2015,alcaldia,002,Azcapotzalco,0602,Maya,maya,Hombres,92.0,180287.0,8814,0.00024537811634543625,"Encuesta Intercensal 2015 (INEGI), microdatos"
2015,alcaldia,013,Xochimilco,0602,Maya,maya,Mujeres,40.0,207198.0,17066,0.00013323107117321013,"Encuesta Intercensal 2015 (INEGI), microdatos"
2015,alcaldia,014,Benito Juárez,0602,Maya,maya,Hombres,138.0,186974.0,9548,0.00011920246809748082,"Encuesta Intercensal 2015 (INEGI), microdatos"
2015,alcaldia,006,Iztacalco,0602,Maya,maya,Hombres,30.0,176998.0,9001,,"Encuesta Intercensal 2015 (INEGI), microdatos"
2015,alcaldia,015,Cuauhtémoc,0602,Maya,maya,Mujeres,203.0,269988.0,16823,0.00028648992063705527,"Encuesta Intercensal 2015 (INEGI), microdatos"
2015,alcaldia,008,La Magdalena Contreras,0602,Maya,maya,Hombres,55.0,110870.0,8222,1.4765512794706025e-07,"Encuesta Intercensal 2015 (INEGI), microdatos"
2015,alcaldia,011,Tláhuac,0602,Maya,maya,Mujeres,87.0,181763.0,10390,2.9873700834672844e-05,"Encuesta Intercensal 2015 (INEGI), microdatos"
2015,alcaldia,017,Venustiano Carranza,0602,Maya,maya,Mujeres,97.0,219680.0,11712,4.219499484545697e-05,"Encuesta Intercensal 2015 (INEGI), microdatos"
2015,alcaldia,010,Álvaro Obregón,0602,Maya,maya,Mujeres,37.0,378535.0,22016,,"Encuesta Intercensal 2015 (INEGI), microdatos"
2015,alcaldia,003,Coyoacán,0602,Maya,maya,Mujeres,93.0,310461.0,19170,4.03121626613902e-05,"Encuesta Intercensal 2015 (INEGI), microdatos"
2015,alcaldia,015,Cuauhtémoc,0602,Maya,maya,Hombres,119.0,244811.0,15065,,"Encuesta Intercensal 2015 (INEGI), microdatos"
2015,alcaldia,008,La Magdalena Contreras,0602,Maya,maya,Mujeres,23.0,120623.0,8995,,"Encuesta Intercensal 2015 (INEGI), microdatos"
2015,alcaldia,009,Milpa Alta,0602,Maya,maya,Hombres,29.0,63632.0,8851,,"Encuesta Intercensal 2015 (INEGI), microdatos"
2015,alcaldia,011,Tláhuac,0602,Maya,maya,Hombres,11.0,164738.0,9567,,"Encuesta Intercensal 2015 (INEGI), microdatos"
2015,alcaldia,016,Miguel Hidalgo,0602,Maya,maya,Mujeres,50.0,191249.0,10731,8.031970533608704e-05,"Encuesta Intercensal 2015 (INEGI), microdatos"
2015,alcaldia,005,Gustavo A. Madero,0602,Maya,maya,Hombres,116.0,531706.0,29250,2.645067706582276e-05,"Encuesta Intercensal 2015 (INEGI), microdatos"
2015,alcaldia,007,Iztapalapa,0602,Maya,maya,Mujeres,74.0,911249.0,51766,1.185470189036356e-05,"Encuesta Intercensal 2015 (INEGI), microdatos"
2015,alcaldia,016,Miguel Hidalgo,0602,Maya,maya,Hombres,20.0,160433.0,8977,,"Encuesta Intercensal 2015 (INEGI), microdatos"
2015,alcaldia,005,Gustavo A. Madero,0602,Maya,maya,Mujeres,49.0,587418.0,32389,,"Encuesta Intercensal 2015 (INEGI), microdatos"
2015,alcaldia,012,Tlalpan,0602,Maya,maya,Mujeres,87.0,342489.0,26957,5.680613093622954e-05,"Encuesta Intercensal 2015 (INEGI), microdatos"
2015,alcaldia,017,Venustiano Carranza,0602,Maya,maya,Hombres,58.0,191031.0,10361,1.607457661292392e-05,"Encuesta Intercensal 2015 (INEGI), microdatos"
2015,alcaldia,010,Álvaro Obregón,0602,Maya,maya,Hombres,100.0,340293.0,19842,,"Encuesta Intercensal 2015 (INEGI), microdatos"
2015,alcaldia,003,Coyoacán,0602,Maya,maya,Hombres,128.0,269097.0,16728,0.00020341887454445733,"Encuesta Intercensal 2015 (INEGI), microdatos"
2015,alcaldia,007,Iztapalapa,0604,Ch'ol,maya,Hombres,51.0,836632.0,47722,,"Encuesta Intercensal 2015 (INEGI), microdatos"
2015,alcaldia,006,Iztacalco,0604,Ch'ol,maya,Hombres,5.0,176998.0,9001,,"Encuesta Intercensal 2015 (INEGI), microdatos"
2015,alcaldia,008,La Magdalena Contreras,0604,Ch'ol,maya,Hombres,13.0,110870.0,8222,,"Encuesta Intercensal 2015 (INEGI), microdatos"
2015,alcaldia,003,Coyoacán,0604,Ch'ol,maya,Mujeres,11.0,310461.0,19170,,"Encuesta Intercensal 2015 (INEGI), microdatos"
2015,alcaldia,015,Cuauhtémoc,0604,Ch'ol,maya,Hombres,10.0,244811.0,15065,,"Encuesta Intercensal 2015 (INEGI), microdatos"
2015,alcaldia,008,La Magdalena Contreras,0604,Ch'ol,maya,Mujeres,31.0,120623.0,8995,,"Encuesta Intercensal 2015 (INEGI), microdatos"
2015,alcaldia,007,Iztapalapa,0604,Ch'ol,maya,Mujeres,17.0,911249.0,51766,,"Encuesta Intercensal 2015 (INEGI), microdatos"
2015,alcaldia,016,Miguel Hidalgo,0604,Ch'ol,maya,Hombres,32.0,160433.0,8977,,"Encuesta Intercensal 2015 (INEGI), microdatos"
2015,alcaldia,012,Tlalpan,0604,Ch'ol,maya,Mujeres,12.0,342489.0,26957,,"Encuesta Intercensal 2015 (INEGI), microdatos"
2015,alcaldia,017,Venustiano Carranza,0604,Ch'ol,maya,Hombres,16.0,191031.0,10361,,"Encuesta Intercensal 2015 (INEGI), microdatos"
2015,alcaldia,014,Benito Juárez,0606,Tseltal,maya,Mujeres,35.0,219013.0,11405,1.3513939437146738e-05,"Encuesta Intercensal 2015 (INEGI), microdatos"
2015,alcaldia,006,Iztacalco,0606,Tseltal,maya,Mujeres,61.0,199219.0,10107,,"Encuesta Intercensal 2015 (INEGI), microdatos"
2015,alcaldia,012,Tlalpan,0606,Tseltal,maya,Hombres,29.0,307584.0,24514,,"Encuesta Intercensal 2015 (INEGI), microdatos"
2015,alcaldia,004,Cuajimalpa de Morelos,0606,Tseltal,maya,Mujeres,3.0,98827.0,9090,,"Encuesta Intercensal 2015 (INEGI), microdatos"
2015,alcaldia,007,Iztapalapa,0606,Tseltal,maya,Hombres,269.0,836632.0,47722,8.046387478523724e-05,"Encuesta Intercensal 2015 (INEGI), microdatos"
2015,alcaldia,006,Iztacalco,0606,Tseltal,maya,Hombres,46.0,176998.0,9001,,"Encuesta Intercensal 2015 (INEGI), microdatos"
2015,alcaldia,015,Cuauhtémoc,0606,Tseltal,maya,Mujeres,247.0,269988.0,16823,0.0001678926462525836,"Encuesta Intercensal 2015 (INEGI), microdatos"
2015,alcaldia,008,La Magdalena Contreras,0606,Tseltal,maya,Hombres,36.0,110870.0,8222,,"Encuesta Intercensal 2015 (INEGI), microdatos"
2015,alcaldia,011,Tláhuac,0606,Tseltal,maya,Mujeres,15.0,181763.0,10390,,"Encuesta Intercensal 2015 (INEGI), microdatos"
2015,alcaldia,017,Venustiano Carranza,0606,Tseltal,maya,Mujeres,107.0,219680.0,11712,0.00044693043470102046,"Encuesta Intercensal 2015 (INEGI), microdatos"
2015,alcaldia,010,Álvaro Obregón,0606,Tseltal,maya,Mujeres,156.0,378535.0,22016,,"Encuesta Intercensal 2015 (INEGI), microdatos"
2015,alcaldia,003,Coyoacán,0606,Tseltal,maya,Mujeres,59.0,310461.0,19170,2.1761027132463553e-05,"Encuesta Intercensal 2015 (INEGI), microdatos"
2015,alcaldia,015,Cuauhtémoc,0606,Tseltal,maya,Hombres,200.0,244811.0,15065,0.00017842040559693174,"Encuesta Intercensal 2015 (INEGI), microdatos"
2015,alcaldia,008,La Magdalena Contreras,0606,Tseltal,maya,Mujeres,47.0,120623.0,8995,,"Encuesta Intercensal 2015 (INEGI), microdatos"
2015,alcaldia,009,Milpa Alta,0606,Tseltal,maya,Hombres,14.0,63632.0,8851,,"Encuesta Intercensal 2015 (INEGI), microdatos"
2015,alcaldia,011,Tláhuac,0606,Tseltal,maya,Hombres,1.0,164738.0,9567,,"Encuesta Intercensal 2015 (INEGI), microdatos"
2015,alcaldia,005,Gustavo A. Madero,0606,Tseltal,maya,Hombres,57.0,531706.0,29250,1.9220906869470383e-05,"Encuesta Intercensal 2015 (INEGI), microdatos"
2015,alcaldia,007,Iztapalapa,0606,Tseltal,maya,Mujeres,293.0,911249.0,51766,9.820150820803105e-05,"Encuesta Intercensal 2015 (INEGI), microdatos"
2015,alcaldia,016,Miguel Hidalgo,0606,Tseltal,maya,Hombres,30.0,160433.0,8977,,"Encuesta Intercensal 2015 (INEGI), microdatos"
2015,alcaldia,012,Tlalpan,0606,Tseltal,maya,Mujeres,37.0,342489.0,26957,,"Encuesta Intercensal 2015 (INEGI), microdatos"
2015,alcaldia,004,Cuajimalpa de Morelos,0606,Tseltal,maya,Hombres,3.0,91105.0,8684,,"Encuesta Intercensal 2015 (INEGI), microdatos"
2015,alcaldia,017,Venustiano Carranza,0606,Tseltal,maya,Hombres,21.0,191031.0,10361,3.135614841581099e-05,"Encuesta Intercensal 2015 (INEGI), microdatos"
2015,alcaldia,010,Álvaro Obregón,0606,Tseltal,maya,Hombres,27.0,340293.0,19842,,"Encuesta Intercensal 2015 (INEGI), microdatos"
2015,alcaldia,003,Coyoacán,0606,Tseltal,maya,Hombres,15.0,269097.0,16728,,"Encuesta Intercensal 2015 (INEGI), microdatos"
2015,alcaldia,014,Benito Juárez,0607,Tsotsil,maya,Mujeres,183.0,219013.0,11405,8.520849874706315e-05,"Encuesta Intercensal 2015 (INEGI), microdatos"
2015,alcaldia,007,Iztapalapa,0607,Tsotsil,maya,Hombres,66.0,836632.0,47722,2.32252627075428e-05,"Encuesta Intercensal 2015 (INEGI), microdatos"
2015,alcaldia,013,Xochimilco,0607,Tsotsil,maya,Hombres,1.0,189662.0,16137,,"Encuesta Intercensal 2015 (INEGI), microdatos"
2015,alcaldia,002,Azcapotzalco,0607,Tsotsil,maya,Hombres,32.0,180287.0,8814,,"Encuesta Intercensal 2015 (INEGI), microdatos"
2015,alcaldia,013,Xochimilco,0607,Tsotsil,maya,Mujeres,3.0,207198.0,17066,4.844819494506128e-06,"Encuesta Intercensal 2015 (INEGI), microdatos"
2015,alcaldia,002,Azcapotzalco,0607,Tsotsil,maya,Mujeres,111.0,205484.0,9967,,"Encuesta Intercensal 2015 (INEGI), microdatos"
2015,alcaldia,014,Benito Juárez,0607,Tsotsil,maya,Hombres,64.0,186974.0,9548,2.7843768308520233e-05,"Encuesta Intercensal 2015 (INEGI), microdatos"
2015,alcaldia,015,Cuauhtémoc,0607,Tsotsil,maya,Mujeres,31.0,269988.0,16823,3.7662012709120506e-05,"Encuesta Intercensal 2015 (INEGI), microdatos"
2015,alcaldia,009,Milpa Alta,0607,Tsotsil,maya,Mujeres,6.0,67111.0,9267,,"Encuesta Intercensal 2015 (INEGI), microdatos"
2015,alcaldia,017,Venustiano Carranza,0607,Tsotsil,maya,Mujeres,28.0,219680.0,11712,,"Encuesta Intercensal 2015 (INEGI), microdatos"
2015,alcaldia,010,Álvaro Obregón,0607,Tsotsil,maya,Mujeres,14.0,378535.0,22016,,"Encuesta Intercensal 2015 (INEGI), microdatos"
2015,alcaldia,003,Coyoacán,0607,Tsotsil,maya,Mujeres,20.0,310461.0,19170,,"Encuesta Intercensal 2015 (INEGI), microdatos"
2015,alcaldia,009,Milpa Alta,0607,Tsotsil,maya,Hombres,7.0,63632.0,8851,,"Encuesta Intercensal 2015 (INEGI), microdatos"
2015,alcaldia,016,Miguel Hidalgo,0607,Tsotsil,maya,Mujeres,11.0,191249.0,10731,,"Encuesta Intercensal 2015 (INEGI), microdatos"
2015,alcaldia,005,Gustavo A. Madero,0607,Tsotsil,maya,Hombres,35.0,531706.0,29250,1.860596145278467e-05,"Encuesta Intercensal 2015 (INEGI), microdatos"
2015,alcaldia,007,Iztapalapa,0607,Tsotsil,maya,Mujeres,2.0,911249.0,51766,,"Encuesta Intercensal 2015 (INEGI), microdatos"
2015,alcaldia,005,Gustavo A. Madero,0607,Tsotsil,maya,Mujeres,78.0,587418.0,32389,,"Encuesta Intercensal 2015 (INEGI), microdatos"
2015,alcaldia,012,Tlalpan,0607,Tsotsil,maya,Mujeres,41.0,342489.0,26957,,"Encuesta Intercensal 2015 (INEGI), microdatos"
2015,alcaldia,004,Cuajimalpa de Morelos,0607,Tsotsil,maya,Hombres,84.0,91105.0,8684,,"Encuesta Intercensal 2015 (INEGI), microdatos"
2015,alcaldia,017,Venustiano Carranza,0607,Tsotsil,maya,Hombres,16.0,191031.0,10361,,"Encuesta Intercensal 2015 (INEGI), microdatos"
2015,alcaldia,010,Álvaro Obregón,0607,Tsotsil,maya,Hombres,20.0,340293.0,19842,,"Encuesta Intercensal 2015 (INEGI), microdatos"
2015,alcaldia,003,Coyoacán,0607,Tsotsil,maya,Hombres,42.0,269097.0,16728,,"Encuesta Intercensal 2015 (INEGI), microdatos"
2015,alcaldia,004,Cuajimalpa de Morelos,0608,Q'anjob'al,maya,Hombres,3.0,91105.0,8684,,"Encuesta Intercensal 2015 (INEGI), microdatos"
2015,alcaldia,004,Cuajimalpa de Morelos,0612,Chuj,maya,Hombres,57.0,91105.0,8684,,"Encuesta Intercensal 2015 (INEGI), microdatos"
2015,alcaldia,014,Benito Juárez,0613,Tojolabal,maya,Mujeres,12.0,219013.0,11405,,"Encuesta Intercensal 2015 (INEGI), microdatos"
2015,alcaldia,007,Iztapalapa,0613,Tojolabal,maya,Hombres,18.0,836632.0,47722,,"Encuesta Intercensal 2015 (INEGI), microdatos"
2015,alcaldia,015,Cuauhtémoc,0613,Tojolabal,maya,Hombres,1.0,244811.0,15065,,"Encuesta Intercensal 2015 (INEGI), microdatos"
2015,alcaldia,016,Miguel Hidalgo,0613,Tojolabal,maya,Mujeres,19.0,191249.0,10731,,"Encuesta Intercensal 2015 (INEGI), microdatos"
2015,alcaldia,007,Iztapalapa,0613,Tojolabal,maya,Mujeres,29.0,911249.0,51766,5.4632960053608315e-06,"Encuesta Intercensal 2015 (INEGI), microdatos"
2015,alcaldia,012,Tlalpan,0613,Tojolabal,maya,Mujeres,5.0,342489.0,26957,,"Encuesta Intercensal 2015 (INEGI), microdatos"
2015,alcaldia,004,Cuajimalpa de Morelos,0613,Tojolabal,maya,Hombres,9.0,91105.0,8684,,"Encuesta Intercensal 2015 (INEGI), microdatos"
2015,alcaldia,007,Iztapalapa,0618,Mam,maya,Hombres,5.0,836632.0,47722,,"Encuesta Intercensal 2015 (INEGI), microdatos"
2015,alcaldia,014,Benito Juárez,0701,Totonaco,totonaco-tepehua,Mujeres,6.0,219013.0,11405,,"Encuesta Intercensal 2015 (INEGI), microdatos"
2015,alcaldia,006,Iztacalco,0701,Totonaco,totonaco-tepehua,Mujeres,26.0,199219.0,10107,,"Encuesta Intercensal 2015 (INEGI), microdatos"
2015,alcaldia,012,Tlalpan,0701,Totonaco,totonaco-tepehua,Hombres,587.0,307584.0,24514,0.00017388731668675571,"Encuesta Intercensal 2015 (INEGI), microdatos"
2015,alcaldia,004,Cuajimalpa de Morelos,0701,Totonaco,totonaco-tepehua,Mujeres,3.0,98827.0,9090,,"Encuesta Intercensal 2015 (INEGI), microdatos"
2015,alcaldia,007,Iztapalapa,0701,Totonaco,totonaco-tepehua,Hombres,679.0,836632.0,47722,0.00012138551382487599,"Encuesta Intercensal 2015 (INEGI), microdatos"
2015,alcaldia,013,Xochimilco,0701,Totonaco,totonaco-tepehua,Hombres,71.0,189662.0,16137,9.356606343761937e-05,"Encuesta Intercensal 2015 (INEGI), microdatos"
2015,alcaldia,002,Azcapotzalco,0701,Totonaco,totonaco-tepehua,Hombres,34.0,180287.0,8814,,"Encuesta Intercensal 2015 (INEGI), microdatos"
2015,alcaldia,013,Xochimilco,0701,Totonaco,totonaco-tepehua,Mujeres,183.0,207198.0,17066,0.0002678642561123219,"Encuesta Intercensal 2015 (INEGI), microdatos"
2015,alcaldia,002,Azcapotzalco,0701,Totonaco,totonaco-tepehua,Mujeres,69.0,205484.0,9967,6.666892910906888e-05,"Encuesta Intercensal 2015 (INEGI), microdatos"
2015,alcaldia,014,Benito Juárez,0701,Totonaco,totonaco-tepehua,Hombres,47.0,186974.0,9548,,"Encuesta Intercensal 2015 (INEGI), microdatos"
2015,alcaldia,006,Iztacalco,0701,Totonaco,totonaco-tepehua,Hombres,124.0,176998.0,9001,0.00033230049630848135,"Encuesta Intercensal 2015 (INEGI), microdatos"
2015,alcaldia,015,Cuauhtémoc,0701,Totonaco,totonaco-tepehua,Mujeres,208.0,269988.0,16823,0.00012469882071881508,"Encuesta Intercensal 2015 (INEGI), microdatos"
2015,alcaldia,008,La Magdalena Contreras,0701,Totonaco,totonaco-tepehua,Hombres,133.0,110870.0,8222,0.00043870970231640774,"Encuesta Intercensal 2015 (INEGI), microdatos"
2015,alcaldia,009,Milpa Alta,0701,Totonaco,totonaco-tepehua,Mujeres,70.0,67111.0,9267,2.5469063331777193e-05,"Encuesta Intercensal 2015 (INEGI), microdatos"
2015,alcaldia,011,Tláhuac,0701,Totonaco,totonaco-tepehua,Mujeres,42.0,181763.0,10390,4.331288743302432e-05,"Encuesta Intercensal 2015 (INEGI), microdatos"
2015,alcaldia,017,Venustiano Carranza,0701,Totonaco,totonaco-tepehua,Mujeres,406.0,219680.0,11712,0.00140623947353205,"Encuesta Intercensal 2015 (INEGI), microdatos"
2015,alcaldia,010,Álvaro Obregón,0701,Totonaco,totonaco-tepehua,Mujeres,154.0,378535.0,22016,8.722449595916553e-05,"Encuesta Intercensal 2015 (INEGI), microdatos"
2015,alcaldia,003,Coyoacán,0701,Totonaco,totonaco-tepehua,Mujeres,102.0,310461.0,19170,2.6320620987250488e-05,"Encuesta Intercensal 2015 (INEGI), microdatos"
2015,alcaldia,015,Cuauhtémoc,0701,Totonaco,totonaco-tepehua,Hombres,42.0,244811.0,15065,,"Encuesta Intercensal 2015 (INEGI), microdatos"
2015,alcaldia,008,La Magdalena Contreras,0701,Totonaco,totonaco-tepehua,Mujeres,86.0,120623.0,8995,0.0003182500507182413,"Encuesta Intercensal 2015 (INEGI), microdatos"
2015,alcaldia,009,Milpa Alta,0701,Totonaco,totonaco-tepehua,Hombres,72.0,63632.0,8851,0.00010854589262015761,"Encuesta Intercensal 2015 (INEGI), microdatos"
2015,alcaldia,011,Tláhuac,0701,Totonaco,totonaco-tepehua,Hombres,46.0,164738.0,9567,1.321512111046602e-05,"Encuesta Intercensal 2015 (INEGI), microdatos"
2015,alcaldia,016,Miguel Hidalgo,0701,Totonaco,totonaco-tepehua,Mujeres,76.0,191249.0,10731,6.61859990934648e-05,"Encuesta Intercensal 2015 (INEGI), microdatos"
2015,alcaldia,005,Gustavo A. Madero,0701,Totonaco,totonaco-tepehua,Hombres,321.0,531706.0,29250,9.363240365453585e-05,"Encuesta Intercensal 2015 (INEGI), microdatos"
2015,alcaldia,007,Iztapalapa,0701,Totonaco,totonaco-tepehua,Mujeres,405.0,911249.0,51766,8.488779546205272e-05,"Encuesta Intercensal 2015 (INEGI), microdatos"
2015,alcaldia,005,Gustavo A. Madero,0701,Totonaco,totonaco-tepehua,Mujeres,318.0,587418.0,32389,0.00012245362844648467,"Encuesta Intercensal 2015 (INEGI), microdatos"
2015,alcaldia,012,Tlalpan,0701,Totonaco,totonaco-tepehua,Mujeres,504.0,342489.0,26957,0.0001637789766034214,"Encuesta Intercensal 2015 (INEGI), microdatos"
2015,alcaldia,004,Cuajimalpa de Morelos,0701,Totonaco,totonaco-tepehua,Hombres,10.0,91105.0,8684,,"Encuesta Intercensal 2015 (INEGI), microdatos"
2015,alcaldia,017,Venustiano Carranza,0701,Totonaco,totonaco-tepehua,Hombres,273.0,191031.0,10361,0.00010704345324396929,"Encuesta Intercensal 2015 (INEGI), microdatos"
2015,alcaldia,010,Álvaro Obregón,0701,Totonaco,totonaco-tepehua,Hombres,215.0,340293.0,19842,6.635385385941798e-05,"Encuesta Intercensal 2015 (INEGI), microdatos"
2015,alcaldia,003,Coyoacán,0701,Totonaco,totonaco-tepehua,Hombres,98.0,269097.0,16728,0.00012477723815374321,"Encuesta Intercensal 2015 (INEGI), microdatos"
2015,alcaldia,012,Tlalpan,0702,Tepehua,totonaco-tepehua,Hombres,15.0,307584.0,24514,,"Encuesta Intercensal 2015 (INEGI), microdatos"
2015,alcaldia,009,Milpa Alta,0702,Tepehua,totonaco-tepehua,Mujeres,7.0,67111.0,9267,,"Encuesta Intercensal 2015 (INEGI), microdatos"
2015,alcaldia,017,Venustiano Carranza,0702,Tepehua,totonaco-tepehua,Mujeres,22.0,219680.0,11712,,"Encuesta Intercensal 2015 (INEGI), microdatos"
2015,alcaldia,009,Milpa Alta,0702,Tepehua,totonaco-tepehua,Hombres,12.0,63632.0,8851,,"Encuesta Intercensal 2015 (INEGI), microdatos"
2015,alcaldia,005,Gustavo A. Madero,0702,Tepehua,totonaco-tepehua,Hombres,32.0,531706.0,29250,,"Encuesta Intercensal 2015 (INEGI), microdatos"
2015,alcaldia,005,Gustavo A. Madero,0702,Tepehua,totonaco-tepehua,Mujeres,32.0,587418.0,32389,,"Encuesta Intercensal 2015 (INEGI), microdatos"
2015,alcaldia,017,Venustiano Carranza,0702,Tepehua,totonaco-tepehua,Hombres,22.0,191031.0,10361,,"Encuesta Intercensal 2015 (INEGI), microdatos"
2015,alcaldia,014,Benito Juárez,0801,Tarasco (purépecha),tarasca,Mujeres,11.0,219013.0,11405,,"Encuesta Intercensal 2015 (INEGI), microdatos"
2015,alcaldia,012,Tlalpan,0801,Tarasco (purépecha),tarasca,Hombres,41.0,307584.0,24514,,"Encuesta Intercensal 2015 (INEGI), microdatos"
2015,alcaldia,007,Iztapalapa,0801,Tarasco (purépecha),tarasca,Hombres,117.0,836632.0,47722,,"Encuesta Intercensal 2015 (INEGI), microdatos"
2015,alcaldia,013,Xochimilco,0801,Tarasco (purépecha),tarasca,Hombres,79.0,189662.0,16137,2.2637183417553857e-05,"Encuesta Intercensal 2015 (INEGI), microdatos"
2015,alcaldia,002,Azcapotzalco,0801,Tarasco (purépecha),tarasca,Hombres,25.0,180287.0,8814,,"Encuesta Intercensal 2015 (INEGI), microdatos"
2015,alcaldia,013,Xochimilco,0801,Tarasco (purépecha),tarasca,Mujeres,136.0,207198.0,17066,0.0004739648678850362,"Encuesta Intercensal 2015 (INEGI), microdatos"
2015,alcaldia,002,Azcapotzalco,0801,Tarasco (purépecha),tarasca,Mujeres,2.0,205484.0,9967,,"Encuesta Intercensal 2015 (INEGI), microdatos"
2015,alcaldia,014,Benito Juárez,0801,Tarasco (purépecha),tarasca,Hombres,73.0,186974.0,9548,0.00015447745483786868,"Encuesta Intercensal 2015 (INEGI), microdatos"
2015,alcaldia,006,Iztacalco,0801,Tarasco (purépecha),tarasca,Hombres,44.0,176998.0,9001,,"Encuesta Intercensal 2015 (INEGI), microdatos"
2015,alcaldia,015,Cuauhtémoc,0801,Tarasco (purépecha),tarasca,Mujeres,15.0,269988.0,16823,,"Encuesta Intercensal 2015 (INEGI), microdatos"
2015,alcaldia,009,Milpa Alta,0801,Tarasco (purépecha),tarasca,Mujeres,37.0,67111.0,9267,0.00017767766390300955,"Encuesta Intercensal 2015 (INEGI), microdatos"
2015,alcaldia,011,Tláhuac,0801,Tarasco (purépecha),tarasca,Mujeres,51.0,181763.0,10390,,"Encuesta Intercensal 2015 (INEGI), microdatos"
2015,alcaldia,017,Venustiano Carranza,0801,Tarasco (purépecha),tarasca,Mujeres,14.0,219680.0,11712,,"Encuesta Intercensal 2015 (INEGI), microdatos"
2015,alcaldia,010,Álvaro Obregón,0801,Tarasco (purépecha),tarasca,Mujeres,8.0,378535.0,22016,,"Encuesta Intercensal 2015 (INEGI), microdatos"
2015,alcaldia,003,Coyoacán,0801,Tarasco (purépecha),tarasca,Mujeres,99.0,310461.0,19170,8.338089855756848e-05,"Encuesta Intercensal 2015 (INEGI), microdatos"
2015,alcaldia,015,Cuauhtémoc,0801,Tarasco (purépecha),tarasca,Hombres,14.0,244811.0,15065,2.4275573406170545e-05,"Encuesta Intercensal 2015 (INEGI), microdatos"
2015,alcaldia,009,Milpa Alta,0801,Tarasco (purépecha),tarasca,Hombres,32.0,63632.0,8851,7.66603089717088e-06,"Encuesta Intercensal 2015 (INEGI), microdatos"
2015,alcaldia,011,Tláhuac,0801,Tarasco (purépecha),tarasca,Hombres,54.0,164738.0,9567,,"Encuesta Intercensal 2015 (INEGI), microdatos"
2015,alcaldia,016,Miguel Hidalgo,0801,Tarasco (purépecha),tarasca,Mujeres,24.0,191249.0,10731,1.553327876187367e-05,"Encuesta Intercensal 2015 (INEGI), microdatos"
