lengua,agrupacion,variante,cve_ent,cve_mun,nom_mun,compartido,parte
0514,chatino,chatino central,020,314,San Pedro Juchatengo,0,1.0
0514,chatino,chatino central,020,364,Santa Catarina Juquila,1,0.3333333333333333
0514,chatino,chatino central,020,489,Santiago Tetepec,0,1.0
0514,chatino,chatino central,020,497,Santiago Yaitepec,0,1.0
0514,chatino,chatino central,020,543,Tataltepec de Valdés,1,0.5
0514,chatino,chatino central,020,277,Villa Sola de Vega,0,1.0
0514,chatino,chatino oriental bajo,020,153,San Gabriel Mixtepec,1,0.5
0514,chatino,chatino oriental bajo,020,364,Santa Catarina Juquila,1,0.3333333333333333
0514,chatino,chatino oriental bajo,020,433,Santa María Temaxcaltepec,0,1.0
0514,chatino,chatino oriental bajo,020,526,Santos Reyes Nopala,0,1.0
0514,chatino,chatino oriental alto,020,153,San Gabriel Mixtepec,1,0.5
0514,chatino,chatino oriental alto,020,202,San Juan Lachao,0,1.0
0514,chatino,chatino de Zacatepec,020,364,Santa Catarina Juquila,1,0.3333333333333333
0506,chichimeco jonaz,chichimeco jonaz,011,033,San Luis de la Paz,0,1.0
0507,chinanteco,chinanteco del norte,020,134,San Felipe Jalapa de Díaz,0,1.0
0507,chinanteco,chinanteco del norte,020,136,San Felipe Usila,1,0.25
0507,chinanteco,chinanteco del norte,020,166,San José Chiltepec,1,0.5
0507,chinanteco,chinanteco del norte,020,190,San Juan Cotzocón,0,1.0
0507,chinanteco,chinanteco del norte,020,232,San Lucas Ojitlán,0,1.0
0507,chinanteco,chinanteco del norte,020,184,San Juan Bautista Tuxtepec,0,1.0
0507,chinanteco,chinanteco del norte,030,045,Cosamaloapan,0,1.0
0507,chinanteco,chinanteco del norte,030,077,Isla,0,1.0
0507,chinanteco,chinanteco del norte,030,094,Juan Rodríguez Clara,0,1.0
0507,chinanteco,chinanteco del norte,030,174,Tierra Blanca,0,1.0
0507,chinanteco,chinanteco del norte,030,207,Tres Valles,0,1.0
0507,chinanteco,chinanteco del norte,030,210,Uxpanapa,0,1.0
0507,chinanteco,chinanteco central bajo,020,559,San Juan Bautista Valle Nacional,1,0.3333333333333333
0507,chinanteco,chinanteco del sureste alto,020,009,Ayotzintepec,1,0.5
0507,chinanteco,chinanteco del sureste bajo,020,205,San Juan Lalana,0,1.0
0507,chinanteco,chinanteco del oeste central alto,020,136,San Felipe Usila,1,0.25
0507,chinanteco,chinanteco de la Sierra,020,175,San Juan Bautista Atatlahuca,0,1.0
0507,chinanteco,chinanteco de la Sierra,020,559,San Juan Bautista Valle Nacional,1,0.3333333333333333
0507,chinanteco,chinanteco de la Sierra,020,214,San Juan Quiotepec,0,1.0
0507,chinanteco,chinanteco de la Sierra,020,336,San Pedro Yolox,0,1.0
0507,chinanteco,chinanteco de la Sierra,020,458,Santiago Comaltepec,0,1.0
0507,chinanteco,chinanteco del noroeste,020,098,San Andrés Teotilalpam,0,1.0
0507,chinanteco,chinanteco del noroeste,020,182,San Juan Bautista Tlacoatzintepec,0,1.0
0507,chinanteco,chinanteco del oeste,020,326,San Pedro Sochiapám,0,1.0
0507,chinanteco,chianateco del oeste central bajo,020,136,San Felipe Usila,1,0.25
0507,chinanteco,chinanteco del sureste medio,020,212,San Juan Petlapa,0,1.0
0507,chinanteco,chinanteco del sureste medio,020,460,Santiago Choapam,0,1.0
0507,chinanteco,chinanteco del sureste medio,020,468,Santiago Jocotepec,1,0.5
0507,chinanteco,chinanteco del sureste medio,030,130,Playa Vicente,0,1.0
0507,chinanteco,chinanteco central,020,009,Ayotzintepec,1,0.5
0507,chinanteco,chinanteco central,020,136,San Felipe Usila,1,0.25
0507,chinanteco,chinanteco central,020,166,San José Chiltepec,1,0.5
0507,chinanteco,chinanteco central,020,559,San Juan Bautista Valle Nacional,1,0.3333333333333333
0507,chinanteco,chinanteco central,020,417,Santa María Jacatepec,0,1.0
0507,chinanteco,chinanteco central,020,468,Santiago Jocotepec,1,0.5
0511,chocholteco,chocholteco del oeste,020,068,Ocotlán,0,1.0
0511,chocholteco,chocholteco del oeste,020,151,San Francisco Teopan,0,1.0
0511,chocholteco,chocholteco del oeste,020,283,San Miguel Tequixtepec,0,1.0
0511,chocholteco,chocholteco del oeste,020,287,San Miguel Tulancingo,0,1.0
0511,chocholteco,chocholteco del oeste,020,321,San Pedro Nopala,0,1.0
0511,chocholteco,chocholteco del oeste,020,047,Santa Magdalena Jicotlán,0,1.0
0511,chocholteco,chocholteco del oeste,020,547,Teotongo,0,1.0
0511,chocholteco,chocholteco del sur,020,270,San Miguel Huautla,0,1.0
0511,chocholteco,chocholteco del sur,020,422,Santa María Nativitas,0,1.0
0511,chocholteco,chocholteco del este,020,176,San Juan Bautista Coixtlahuaca,0,1.0
0511,chocholteco,chocholteco del este,020,264,San Miguel Chicahua,0,1.0
0510,ixcateco,ixcateco,020,416,Santa María Ixcatlán,0,1.0
0503,matlatzinca,matlatzinca,015,086,Temascaltepec,0,1.0
0502,mazahua,mazahua de oriente,015,005,Almoloya de Juárez,0,1.0
0502,mazahua,mazahua de oriente,015,014,Atlacomulco,1,0.5
0502,mazahua,mazahua de oriente,015,032,Donato Guerra,0,1.0
0502,mazahua,mazahua de oriente,015,064,El Oro,0,1.0
0502,mazahua,mazahua de oriente,015,041,Ixtapan del Oro,0,1.0
0502,mazahua,mazahua de oriente,015,042,Ixtlahuaca,0,1.0
0502,mazahua,mazahua de oriente,015,047,Jiquipilco,0,1.0
0502,mazahua,mazahua de oriente,015,048,Jocotitlán,0,1.0
0502,mazahua,mazahua de oriente,015,056,Morelos,0,1.0
0502,mazahua,mazahua de oriente,015,074,San Felipe del Progreso,0,1.0
0502,mazahua,mazahua de oriente,015,110,Valle de Bravo,0,1.0
0502,mazahua,mazahua de oriente,015,111,Villa de Allende,1,0.5
0502,mazahua,mazahua de oriente,015,114,Villa Victoria,0,1.0
0502,mazahua,mazahua de oriente,016,005,Angangueo,0,1.0
0502,mazahua,mazahua de oriente,016,061,Ocampo,0,1.0
0502,mazahua,mazahua de oriente,016,081,Susupuato,0,1.0
0502,mazahua,mazahua de oriente,016,112,Zitácuaro,1,0.5
0502,mazahua,mazahua de occidente,015,014,Atlacomulco,1,0.5
0502,mazahua,mazahua de occidente,015,085,Temascalcingo,0,1.0
0502,mazahua,mazahua de occidente,015,111,Villa de Allende,1,0.5
0502,mazahua,mazahua de occidente,016,112,Zitácuaro,1,0.5
0509,mazateco,mazateco del noreste,020,002,Acatlán de Pérez Figueroa,0,1.0
0509,mazateco,mazateco del noreste,020,278,San Miguel Soyaltepec,0,1.0
0509,mazateco,mazateco de la presa bajo,020,309,San Pedro Ixcatlán,0,1.0
0509,mazateco,mazateco del este bajo,020,134,San Felipe Jalapa de Díaz,0,1.0
0509,mazateco,mazateco del este bajo,020,330,San Pedro Teutila,0,1.0
0509,mazateco,mazateco del sur,020,027,Chiquihuitlán de Benito Juárez,0,1.0
0509,mazateco,mazateco del sureste,020,116,San Bartolomé Ayautla,0,1.0
0509,mazateco,mazateco de Eloxochitlán,020,029,Eloxochitlán de Flores Magón,0,1.0
0509,mazateco,mazateco del centro,020,040,Huautepec,0,1.0
0509,mazateco,mazateco del centro,020,041,Huautla de Jiménez,0,1.0
0509,mazateco,mazateco del centro,020,396,Santa María la Asunción,0,1.0
0509,mazateco,mazateco del suroeste,020,058,Mazatlán Villa de Flores,0,1.0
0509,mazateco,mazateco del suroeste,020,206,San Juan de los Cues,0,1.0
0509,mazateco,mazateco del suroeste,020,431,Santa María Tecomavaca,0,1.0
0509,mazateco,mazateco de Huehuetlán,020,142,San Francisco Huehuetlán,0,1.0
0509,mazateco,mazateco de Tecóatl,020,163,San Jerónimo Tecóatl,0,1.0
0509,mazateco,mazateco de la presa alto,020,169,San José Independencia,0,1.0
0509,mazateco,mazateco de la presa alto,020,171,San José Tenango,0,1.0
0509,mazateco,mazateco del oeste,020,234,San Lucas Zoquiapam,0,1.0
0509,mazateco,mazateco del oeste,020,244,San Martín Toxpalan,0,1.0
0509,mazateco,mazateco del norte,020,249,San Mateo Yoloxochitlán,0,1.0
0509,mazateco,mazateco del norte,020,406,Santa María Chilchotla,0,1.0
0509,mazateco,mazateco del norte,030,173,Tezonapa,0,1.0
0509,mazateco,mazateco de Ocopetatillo,020,322,San Pedro Ocopetatillo,0,1.0
0509,mazateco,mazateco de Acatepec,020,374,Santa Cruz Acatepec,0,1.0
0509,mazateco,mazateco de Puebla,021,145,San Sebastián Tlacotepec,0,1.0
0516,mixteco,mixteco de Guerrero del noreste central,012,004,Alcozáuca de Guerrero,1,0.25
0516,mixteco,mixteco de Atlamajalcingo,012,009,Atlamajalcingo del Monte,0,1.0
0516,mixteco,mixteco de Chochoapa,012,043,Metlatónoc,1,0.5
0516,mixteco,mixteco de Coapanatoyac,012,020,Copanatoyac,0,1.0
0516,mixteco,mixteco de Igualapa,012,036,Igualapa,0,1.0
0516,mixteco,mixteco central de Guerrero,012,041,Malinaltepec,1,0.5
0516,mixteco,mixteco de Guerrero del este medio,012,043,Metlatónoc,1,0.5
0516,mixteco,mixteco de Tlacoachistlahuaca,012,062,Tlacoachistlahuaca,0,1.0
0516,mixteco,mixteco de Tlalixtaquilla de Maldonado,012,065,Tlalixtaquilla de Maldonado,0,1.0
0516,mixteco,mixteco de Guerrero del norte,012,005,Alpoyeca,0,1.0
0516,mixteco,mixteco de Guerrero del norte,012,066,Tlapa de Comonfort,0,1.0
0516,mixteco,mixteco de Guerrero del norte central,012,069,Xalpatláhuac,1,0.5
0516,mixteco,mixteco de Xochistlahuaca,012,071,Xochistlahuaca,0,1.0
0516,mixteco,mixteco de Tlahuapa,012,004,Alcozáuca de Guerrero,1,0.25
0516,mixteco,mixteco de Guerrero central alto,012,041,Malinaltepec,1,0.5
0516,mixteco,mixteco de Guerrero central alto,012,069,Xalpatláhuac,1,0.5
0516,mixteco,mixteco de Xochapa,012,004,Alcozáuca de Guerrero,1,0.25
0516,mixteco,mixteco de Xonacatlán,012,004,Alcozáuca de Guerrero,1,0.25
0516,mixteco,mixteco de Ayutla,012,012,Ayutla de los Libres,0,1.0
0516,mixteco,mixteco de San Luis Acatlán,012,052,San Luis Acatlán,0,1.0
0516,mixteco,mixteco de Guerrero de la costa este,012,013,Azoyú,0,1.0
0516,mixteco,mixteco de Guerrero de la costa este,012,023,Cuajinicuilapa,0,1.0
0516,mixteco,mixteco de Guerrero de la costa este,012,046,Ometepec,0,1.0
0516,mixteco,mixteco de Guerrero de la costa occidental,012,039,Juan R. Escudero,0,1.0
0516,mixteco,mixteco de Guerrero de la costa occidental,012,053,San Marcos,0,1.0
0516,mixteco,mixteco de Guerrero de la costa occidental,012,056,Tecoanapa,0,1.0
0516,mixteco,mixteco de Guerrero de la costa central,012,018,Copala,0,1.0
0516,mixteco,mixteco de Guerrero de la costa central,012,025,Cuautepec,0,1.0
0516,mixteco,mixteco de Villa de Tututepec,020,334,Villa de Tututepec de Melchor Ocampo,0,1.0
0516,mixteco,mixteco de Santa María Huazolotitlán,020,414,Santa María Huazolotitlán,0,1.0
0516,mixteco,mixteco de Ixtayutla,020,466,Santiago Ixtayutla,0,1.0
0516,mixteco,mixteco de Oaxaca de la costa central,020,082,San Agustín Chayuco,0,1.0
0516,mixteco,mixteco de Oaxaca de la costa central,020,090,San Andrés Huaxpaltepec,0,1.0
0516,mixteco,mixteco de Oaxaca de la costa central,020,225,San Lorenzo,0,1.0
0516,mixteco,mixteco de Oaxaca de la costa central,020,285,San Miguel Tlacamama,0,1.0
0516,mixteco,mixteco de Oaxaca de la costa central,020,312,San Pedro Jicayán,0,1.0
0516,mixteco,mixteco de Oaxaca de la costa central,020,367,Santa Catarina Mechoacán,0,1.0
0516,mixteco,mixteco de Oaxaca de la costa central,020,489,Santiago Tetepec,0,1.0
0516,mixteco,mixteco de Oaxaca de la costa noroeste,020,188,San Juan Colorado,0,1.0
0516,mixteco,mixteco de Oaxaca de la costa noroeste,020,345,San Sebastián Ixcapa,0,1.0
0516,mixteco,mixteco de Oaxaca de costa central baja,020,302,San Pedro Atoyac,0,1.0
0516,mixteco,mixteco de Oaxaca de costa central baja,020,467,Santiago Jamiltepec,0,1.0
0516,mixteco,mixteco de Sierra sur oeste,020,185,San Juan Cacahuatepec,0,1.0
0516,mixteco,mixteco de Sierra sur oeste,020,447,Santa María Zacatepec,0,1.0
0516,mixteco,mixteco de Santiago Amoltepec,020,450,Santiago Amoltepec,0,1.0
0516,mixteco,mixteco de Santa Cruz Itundujia,020,377,Santa Cruz Itundujia,0,1.0
0516,mixteco,mixteco de Yosondúa,020,500,Santiago Yosondúa,0,1.0
0516,mixteco,mixteco de Santa Lucía Monteverde,020,392,Santa Lucía Monteverde,0,1.0
0516,mixteco,mixteco del sur bajo,020,026,Chalcatongo de Hidalgo,0,1.0
0516,mixteco,mixteco del sur bajo,020,269,San Miguel El Grande,0,1.0
0516,mixteco,mixteco del sur bajo,020,444,Santa María Yolotepec,0,1.0
0516,mixteco,mixteco de Yosonotú,020,372,Santa Catarina Yosonotú,0,1.0
0516,mixteco,mixteco del sur medio,020,133,San Esteban Atatlahuca,0,1.0
0516,mixteco,mixteco del sur medio,020,382,Santa Cruz Tacahua,0,1.0
0516,mixteco,mixteco del sur medio,020,510,Santo Domingo Ixcatlán,0,1.0
0516,mixteco,mixteco de San Pedro Molinos,020,320,San Pedro Molinos,0,1.0
0516,mixteco,mixteco de Santa María Yosoyúa,020,445,Santa María Yosoyúa,0,1.0
0516,mixteco,mixteco de San Mateo Peñasco,020,252,San Mateo Peñasco,0,1.0
0516,mixteco,mixteco de San Agustín Tlacotepec,020,086,San Agustín Tlacotepec,0,1.0
0516,mixteco,mixteco de San Antonio Sinicahua,020,110,San Antonio Sinicahua,0,1.0
0516,mixteco,mixteco del sureste central,020,119,San Bartolomé Yucuañe,0,1.0
0516,mixteco,mixteco del sureste central,020,371,Santa Catarina Ticuá,0,1.0
0516,mixteco,mixteco central,020,050,Magdalena Peñasco,0,1.0
0516,mixteco,mixteco central,020,127,San Cristóbal Amoltepec,0,1.0
0516,mixteco,mixteco central,020,258,San Miguel Achiutla,0,1.0
0516,mixteco,mixteco central,020,370,Santa Catarina Tayata,0,1.0
0516,mixteco,mixteco del suroeste central,020,397,Heroica Ciudad de Tlaxiaco,0,1.0
0516,mixteco,mixteco del suroeste central,020,379,Santa Cruz Nundaco,0,1.0
0516,mixteco,mixteco del suroeste,020,446,Santa María Yucuhiti,0,1.0
0516,mixteco,mixteco del suroeste,020,481,Santiago Nuyoó,0,1.0
0516,mixteco,mixteco de Ñumi,020,210,San Juan Ñumi,0,1.0
0516,mixteco,mixteco de oeste central,020,209,San Juan Mixtepec,0,1.0
0516,mixteco,mixteco de oeste central,020,240,San Martín Itunyoso,0,1.0
0516,mixteco,mixteco de oeste central,020,480,Santiago Nundiche,0,1.0
0516,mixteco,mixteco del oeste,020,016,Coicoyán de las Flores,0,1.0
0516,mixteco,mixteco del oeste,020,242,San Martín Peras,0,1.0
0516,mixteco,mixteco del oeste,020,348,San Sebastián Tecomaxtlahuaca,0,1.0
0516,mixteco,mixteco del norte bajo,020,105,San Antonino Monte Verde,0,1.0
0516,mixteco,mixteco del norte bajo,020,339,San Pedro y San Pablo Teposcolula,0,1.0
0516,mixteco,mixteco del norte bajo,020,346,San Sebastián Nicananduta,0,1.0
0516,mixteco,mixteco del norte bajo,020,499,Santiago Yolomecatl,0,1.0
0516,mixteco,mixteco del norte bajo,020,486,Villa Tejupam de la Unión,0,1.0
0516,mixteco,mixteco del norte bajo,020,405,Villa de Chilapa de Díaz,0,1.0
0516,mixteco,mixteco del norte bajo,020,540,Villa de Tamazulápam del Progreso,0,1.0
0516,mixteco,mixteco de San Miguel Piedras,020,274,San Miguel Piedras,0,1.0
0516,mixteco,mixteco de San Antonio Huitepec,020,108,San Antonio Huitepec,0,1.0
0516,mixteco,mixteco de Santa María Peñoles,020,426,Santa María Peñoles,0,1.0
0516,mixteco,mixteco bajo de Valles,020,023,Cuilapam de Guerrero,0,1.0
0516,mixteco,mixteco bajo de Valles,020,092,San Andrés Ixtlahuaca,0,1.0
0516,mixteco,mixteco bajo de Valles,020,273,San Miguel Peras,0,1.0
0516,mixteco,mixteco bajo de Valles,020,310,San Pedro Ixtlahuaca,0,1.0
0516,mixteco,mixteco bajo de Valles,020,385,Santa Cruz Xoxocotlán,0,1.0
0516,mixteco,mixteco bajo de Valles,020,399,Santa María Atzompa,0,1.0
0516,mixteco,mixteco bajo de Valles,020,494,Santiago Tlazoyaltepec,0,1.0
0516,mixteco,mixteco alto de Valles,020,094,San Andrés Nuxiño,0,1.0
0516,mixteco,mixteco alto de Valles,020,150,San Francisco Telixtlahuaca,0,1.0
0516,mixteco,mixteco alto de Valles,020,294,San Pablo Huitzo,0,1.0
0516,mixteco,mixteco del este,020,006,Asunción Nochixtlán,1,0.3333333333333333
0516,mixteco,mixteco del este,020,304,San Pedro Coxcaltepec Cántaros,0,1.0
0516,mixteco,mixteco del este,020,511,Santo Domingo Nuxaá,0,1.0
0516,mixteco,mixteco de Santa Inés de Zaragoza,020,569,Santa Inés de Zaragoza,0,1.0
0516,mixteco,mixteco del este central,020,144,San Francisco Jaltepetongo,0,1.0
0516,mixteco,mixteco del este central,020,195,San Juan Diuxi,0,1.0
0516,mixteco,mixteco del este central,020,492,Santiago Tilantongo,0,1.0
0516,mixteco,mixteco del noroeste medio,020,039,Heroica Ciudad de Huajuapan de León,0,1.0
0516,mixteco,mixteco del noroeste medio,020,537,Silacayoapam,1,0.5
0516,mixteco,mixteco del oeste alto,020,011,Calihuala,0,1.0
0516,mixteco,mixteco del oeste alto,020,065,Ixpantepec Nieves,0,1.0
0516,mixteco,mixteco del oeste alto,020,081,San Agustín Atenango,0,1.0
0516,mixteco,mixteco del oeste alto,020,152,San Francisco Tlapancingo,0,1.0
0516,mixteco,mixteco del oeste alto,020,164,San Jorge Nuchita,0,1.0
0516,mixteco,mixteco del oeste alto,020,183,San Juan Bautista Tlachichilco,0,1.0
0516,mixteco,mixteco del oeste alto,020,199,San Juan Ihualtepec,0,1.0
0516,mixteco,mixteco del oeste alto,020,251,San Mateo Nejapam,0,1.0
0516,mixteco,mixteco del oeste alto,020,259,San Miguel Ahuehuetitlán,0,1.0
0516,mixteco,mixteco del oeste alto,020,286,San Miguel Tlacotepec,0,1.0
0516,mixteco,mixteco del oeste alto,020,456,Santiago Cacaloxtepec,0,1.0
0516,mixteco,mixteco del oeste alto,020,469,Santiago Juxtlahuaca,0,1.0
0516,mixteco,mixteco del oeste alto,020,484,Santiago Tamazola,0,1.0
0516,mixteco,mixteco del oeste alto,020,501,Santiago Yucuyachi,0,1.0
0516,mixteco,mixteco del oeste alto,020,461,Santiago del Río,0,1.0
0516,mixteco,mixteco del oeste alto,020,528,Santos Reyes Tepejillo,0,1.0
0516,mixteco,mixteco del oeste alto,020,537,Silacayoapam,1,0.5
0516,mixteco,mixteco del oeste alto,020,568,Zapotitlán Palmas,0,1.0
0516,mixteco,mixteco de Santo Domingo Tonalá,020,520,Santo Domingo Tonalá,0,1.0
0516,mixteco,mixteco de San Juan Tamazola,020,217,San Juan Tamazola,0,1.0
0516,mixteco,mixteco del noreste,020,006,Asunción Nochixtlán,1,0.3333333333333333
0516,mixteco,mixteco del noreste,020,176,San Juan Bautista Coixtlahuaca,0,1.0
0516,mixteco,mixteco del noreste,020,264,San Miguel Chicahua,0,1.0
0516,mixteco,mixteco del noreste,020,270,San Miguel Huautla,0,1.0
0516,mixteco,mixteco del noreste,020,395,Santa María Apazco,0,1.0
0516,mixteco,mixteco del noreste,020,451,Santiago Apoala,0,1.0
0516,mixteco,mixteco de San Pedro Tidaá,020,331,San Pedro Tidaá,0,1.0
0516,mixteco,mixteco de Mitlatongo,020,006,Asunción Nochixtlán,1,0.3333333333333333
0516,mixteco,mixteco de Coatzóspam,020,187,San Juan Coatzóspam,0,1.0
0516,mixteco,mixteco de Sierra sur noroeste,020,037,Mesones Hidalgo,0,1.0
0516,mixteco,mixteco de Sierra sur noroeste,020,073,Putla Villa de Guerrero,0,1.0
0516,mixteco,mixteco de Sierra sur noroeste,020,532,Santo Tomás Ocotepec,0,1.0
0516,mixteco,mixteco de San Pablo Tijaltepec,020,297,San Pablo Tijaltepec,0,1.0
0516,mixteco,mixteco del oeste de la costa,020,111,San Antonio Tepetlapa,0,1.0
0516,mixteco,mixteco del oeste de la costa,020,482,Santiago Pinotepa Nacional,1,0.5
0516,mixteco,mixteco del oeste de la costa,020,485,Santiago Tapextla,0,1.0
0516,mixteco,mixteco de Oaxaca de la costa oeste central,020,070,Pinotepa de Don Luis,0,1.0
0516,mixteco,mixteco de Oaxaca de la costa oeste central,020,482,Santiago Pinotepa Nacional,1,0.5
0516,mixteco,mixteco del noroeste,020,160,San Jerónimo Silacayoapilla,0,1.0
0516,mixteco,mixteco del noroeste,020,261,San Miguel Amatitlán,0,1.0
0516,mixteco,mixteco del noroeste,020,352,San Simón Zahuatlán,0,1.0
0516,mixteco,mixteco del noroeste,020,529,Santos Reyes Yucuná,0,1.0
0516,mixteco,mixteco de Cañada bajo,020,177,San Juan Bautista Cuicatlán,0,1.0
0516,mixteco,mixteco de Cañada bajo,020,311,San Pedro Jaltepetongo,0,1.0
0516,mixteco,mixteco de Cañada bajo,020,313,San Pedro Jocotipac,0,1.0
0516,mixteco,mixteco de Cañada bajo,020,436,Santa María Texcatitlán,0,1.0
0516,mixteco,mixteco de Cañada bajo,020,558,Valerio Trujano,0,1.0
0516,mixteco,mixteco de Cañada central,020,027,Chiquihuitlán de Benito Juárez,0,1.0
0516,mixteco,mixteco de Cañada central,020,024,Cuyamecalco Villa de Zaragoza,0,1.0
0516,mixteco,mixteco de Cañada central,020,276,San Miguel Santa Flor,0,1.0
0516,mixteco,mixteco de Cañada central,020,355,Santa Ana Cuauhtémoc,0,1.0
0516,mixteco,mixteco de Yutanduchi de Guerrero,020,564,Yutanduchi de Guerrero,0,1.0
0516,mixteco,mixteco del noreste bajo,020,121,San Bartolo Soyaltepec,0,1.0
0516,mixteco,mixteco del noreste bajo,020,404,Santa María Chachoápam,0,1.0
0516,mixteco,mixteco del noreste bajo,020,521,Santo Domingo Tonaltepec,0,1.0
0516,mixteco,mixteco del noreste bajo,020,523,Santo Domingo Yanhuitlán,0,1.0
0516,mixteco,mixteco de San Juan Teita,020,218,San Juan Teita,0,1.0
0516,mixteco,mixteco de la frontera Puebla-Oaxaca,020,022,Cosoltepec,0,1.0
0516,mixteco,mixteco de la frontera Puebla-Oaxaca,020,340,San Pedro y San Pablo Tequixtepec,0,1.0
0516,mixteco,mixteco de la frontera Puebla-Oaxaca,021,112,Petlalcingo,0,1.0
0516,mixteco,mixteco de la frontera Puebla-Oaxaca,021,127,San Jerónimo Xayacatlán,0,1.0
0516,mixteco,mixteco de la frontera Puebla-Oaxaca,021,190,Totoltepec de Guerrero,0,1.0
0516,mixteco,mixteco de la frontera Puebla-Oaxaca,021,196,Xayacatlán de Bravo,0,1.0
0516,mixteco,mixteco del suroeste de Puebla,021,003,Acatlán,0,1.0
0516,mixteco,mixteco del suroeste de Puebla,021,052,Chigmecatitlán,0,1.0
0516,mixteco,mixteco de Tlaltempan,021,146,Santa Catarina Tlaltempan,0,1.0
0516,mixteco,mixteco de Zapotitlán,021,209,Zapotitlán,0,1.0
0501,otomí,otomí de la Sierra,013,002,Acaxochitlán,0,1.0
0501,otomí,otomí de la Sierra,013,027,Huehuetla,0,1.0
0501,otomí,otomí de la Sierra,013,060,Tenango de Doria,0,1.0
0501,otomí,otomí de la Sierra,013,077,Tulancingo de Bravo,0,1.0
0501,otomí,otomí de la Sierra,021,053,Chignahuapan,0,1.0
0501,otomí,otomí de la Sierra,021,064,Francisco Z. Mena,0,1.0
0501,otomí,otomí de la Sierra,021,057,Honey,0,1.0
0501,otomí,otomí de la Sierra,021,086,Jalpan,0,1.0
0501,otomí,otomí de la Sierra,021,071,Huauchinango,0,1.0
0501,otomí,otomí de la Sierra,021,109,Pahuatlán,0,1.0
0501,otomí,otomí de la Sierra,021,111,Pantepec,0,1.0
0501,otomí,otomí de la Sierra,021,178,Tlacuilotepec,0,1.0
0501,otomí,otomí de la Sierra,021,187,Tlaxco,0,1.0
0501,otomí,otomí de la Sierra,021,194,Venustiano Carranza,0,1.0
0501,otomí,otomí de la Sierra,021,197,Xicotepec,0,1.0
0501,otomí,otomí de la Sierra,021,213,Zihuateutla,0,1.0
0501,otomí,otomí de la Sierra,030,157,Castillo de Teayo,0,1.0
0501,otomí,otomí de la Sierra,030,058,Chicontepec,0,1.0
0501,otomí,otomí de la Sierra,030,040,Coatzintla,0,1.0
0501,otomí,otomí de la Sierra,030,051,Coyutla,0,1.0
0501,otomí,otomí de la Sierra,030,072,Huayacocotla,0,1.0
0501,otomí,otomí de la Sierra,030,083,Ixhuatlán de Madero,0,1.0
0501,otomí,otomí de la Sierra,030,170,Texcatepec,0,1.0
0501,otomí,otomí de la Sierra,030,175,Tihuatlán,0,1.0
0501,otomí,otomí de la Sierra,030,180,Tlachichilco,0,1.0
0501,otomí,otomí de la Sierra,030,198,Zacualpan,0,1.0
0501,otomí,otomí de la Sierra,030,202,Zontecomatlán de López y Fuentes,0,1.0
0501,otomí,otomí bajo del noroeste,022,001,Amealco de Bonfil,1,0.5
0501,otomí,otomí del oeste,016,112,Zitácuaro,0,1.0
0501,otomí,otomí del oeste del Valle del Mezquital,013,029,Huichapan,0,1.0
0501,otomí,otomí del oeste del Valle del Mezquital,013,059,Tecozautla,0,1.0
0501,otomí,otomí del Valle del Mezquital,013,003,Actopan,0,1.0
0501,otomí,otomí del Valle del Mezquital,013,005,Ajacuba,0,1.0
0501,otomí,otomí del Valle del Mezquital,013,006,Alfajayucan,0,1.0
0501,otomí,otomí del Valle del Mezquital,013,007,Almoloya,0,1.0
0501,otomí,otomí del Valle del Mezquital,013,010,Atitalaquia,0,1.0
0501,otomí,otomí del Valle del Mezquital,013,012,Atotonilco el Grande,0,1.0
0501,otomí,otomí del Valle del Mezquital,013,014,Calnali,0,1.0
0501,otomí,otomí del Valle del Mezquital,013,015,Cardonal,0,1.0
0501,otomí,otomí del Valle del Mezquital,013,018,Chapulhuacán,0,1.0
0501,otomí,otomí del Valle del Mezquital,013,019,Chilcuautla,0,1.0
0501,otomí,otomí del Valle del Mezquital,013,016,Cuautepec de Hinojosa,0,1.0
0501,otomí,otomí del Valle del Mezquital,013,020,Eloxochitlán,0,1.0
0501,otomí,otomí del Valle del Mezquital,013,023,Francisco I. Madero,0,1.0
0501,otomí,otomí del Valle del Mezquital,013,024,Huasca de Ocampo,0,1.0
0501,otomí,otomí del Valle del Mezquital,013,030,Ixmiquilpan,0,1.0
0501,otomí,otomí del Valle del Mezquital,013,031,Jacala de Ledezma,0,1.0
0501,otomí,otomí del Valle del Mezquital,013,035,Metepec,0,1.0
0501,otomí,otomí del Valle del Mezquital,013,037,Metztitlán,0,1.0
0501,otomí,otomí del Valle del Mezquital,013,041,Mixquiahuala de Juárez,0,1.0
0501,otomí,otomí del Valle del Mezquital,013,043,Nicolás Flores,0,1.0
0501,otomí,otomí del Valle del Mezquital,013,047,Pacula,0,1.0
0501,otomí,otomí del Valle del Mezquital,013,050,Progreso de Obregón,0,1.0
0501,otomí,otomí del Valle del Mezquital,013,052,San Agustín Tlaxiaca,0,1.0
0501,otomí,otomí del Valle del Mezquital,013,053,San Bartolo Tutotepec,0,1.0
0501,otomí,otomí del Valle del Mezquital,013,054,San Salvador,0,1.0
0501,otomí,otomí del Valle del Mezquital,013,058,Tasquillo,0,1.0
0501,otomí,otomí del Valle del Mezquital,013,061,Tepeapulco,0,1.0
0501,otomí,otomí del Valle del Mezquital,013,062,Tepehuacán de Guerrero,0,1.0
