cve_ageb,alcaldia,POBTOT,PHOG_IND,P3YM_HLI,P3HLINHE,P_3YMAS,P_15YMAS,PSINDER,VIVPARH_CV,VPH_INTER,VPH_PC,VPH_CEL,VPH_RADIO,VPH_STVP,VPH_SPMVPI,VPH_SINTIC,GRAPROES,im_conapo,gm_conapo,grs_coneval,tasa_phog_ind,tasa_p3ym_hli,tasa_p3hlinhe,tasa_psinder,tasa_vph_inter,tasa_vph_pc,tasa_vph_cel,tasa_vph_radio,tasa_vph_stvp,tasa_vph_spmvpi,tasa_vph_sintic,gm_orden,grs_orden
090120001045A,Tlalpan,3668,86,43,0,3603,3216,1003,1113,956,838,1062,897,675,423,0,12.79,0.9655,Bajo,Muy bajo,2.34,1.19,0.0,27.34,85.89,75.29,95.42,80.59,60.65,38.01,0.0,2.0,1.0
0901200010411,Tlalpan,1095,8,7,0,1086,995,266,386,357,337,372,305,296,210,0,14.74,0.9731,Muy bajo,Muy bajo,0.73,0.64,0.0,24.29,92.49,87.31,96.37,79.02,76.68,54.4,0.0,1.0,1.0
0901200010017,Tlalpan,1691,16,31,0,1665,1482,306,690,663,628,680,488,566,498,0,14.8,0.9815,Muy bajo,Muy bajo,0.95,1.86,0.0,18.1,96.09,91.01,98.55,70.72,82.03,72.17,0.0,1.0,1.0
0901200010214,Tlalpan,1867,5,7,,1845,1687,399,580,537,499,560,469,442,336,0,14.55,0.9612,Bajo,Muy bajo,0.27,0.38,,21.37,92.59,86.03,96.55,80.86,76.21,57.93,0.0,2.0,1.0
090120001077A,Tlalpan,5418,131,74,0,5255,4316,1756,1537,1015,688,1351,1253,492,343,11,10.07,0.9438,Medio,Bajo,2.42,1.41,0.0,32.41,66.04,44.76,87.9,81.52,32.01,22.32,0.72,3.0,2.0
0901200010267,Tlalpan,1902,28,22,0,1867,1697,330,680,662,589,671,633,548,460,0,14.54,0.976,Muy bajo,Muy bajo,1.47,1.18,0.0,17.35,97.35,86.62,98.68,93.09,80.59,67.65,0.0,1.0,1.0
0901200010303,Tlalpan,5375,99,37,0,5186,4353,1681,1489,1081,790,1312,1137,729,458,6,10.75,0.9477,Bajo,Bajo,1.84,0.71,0.0,31.27,72.6,53.06,88.11,76.36,48.96,30.76,0.4,2.0,2.0
0901200012066,Tlalpan,3434,69,28,0,3362,2964,718,1192,1089,1021,1153,903,795,721,0,13.5,0.9663,Bajo,Muy bajo,2.01,0.83,0.0,20.91,91.36,85.65,96.73,75.76,66.69,60.49,0.0,2.0,1.0
090120001198A,Tlalpan,1589,14,10,0,1558,1364,343,515,453,386,490,406,328,267,,13.11,0.9764,Muy bajo,Muy bajo,0.88,0.64,0.0,21.59,87.96,74.95,95.15,78.83,63.69,51.84,,1.0,1.0
0901200012174,Tlalpan,1993,7,5,0,1954,1722,419,768,694,606,741,629,508,439,0,14.11,0.976,Muy bajo,Muy bajo,0.35,0.26,0.0,21.02,90.36,78.91,96.48,81.9,66.15,57.16,0.0,1.0,1.0
0901200011994,Tlalpan,3188,28,11,0,3110,2536,293,1038,958,906,1015,871,755,682,0,14.09,0.9776,Muy bajo,Muy bajo,0.88,0.35,0.0,9.19,92.29,87.28,97.78,83.91,72.74,65.7,0.0,1.0,1.0
0901200010500,Tlalpan,7264,262,126,3,7032,5743,2169,1918,1361,974,1779,1506,861,477,5,10.17,0.9503,Bajo,Bajo,3.61,1.79,0.04,29.86,70.96,50.78,92.75,78.52,44.89,24.87,0.26,2.0,2.0
0901200011000,Tlalpan,1790,31,16,0,1744,1490,604,444,365,310,413,349,246,172,5,12.08,0.9487,Bajo,Muy bajo,1.73,0.92,0.0,33.74,82.21,69.82,93.02,78.6,55.41,38.74,1.13,2.0,1.0
090120001216A,Tlalpan,3015,28,13,0,2933,2585,667,1080,1019,955,1062,825,845,766,0,14.42,0.9775,Muy bajo,Muy bajo,0.93,0.44,0.0,22.12,94.35,88.43,98.33,76.39,78.24,70.93,0.0,1.0,1.0
0901200011509,Tlalpan,5341,213,73,0,5177,4043,1453,1454,871,566,1306,1126,298,240,11,9.39,0.9405,Medio,Medio,3.99,1.41,0.0,27.2,59.9,38.93,89.82,77.44,20.5,16.51,0.76,3.0,3.0
090120001020A,Tlalpan,1693,29,28,0,1677,1543,420,561,509,469,539,518,427,268,0,14.31,0.9739,Muy bajo,Muy bajo,1.71,1.67,0.0,24.81,90.73,83.6,96.08,92.34,76.11,47.77,0.0,1.0,1.0
0901200010021,Tlalpan,671,8,11,0,662,590,122,204,199,194,201,151,180,160,0,15.17,0.9837,Muy bajo,Muy bajo,1.19,1.66,0.0,18.18,97.55,95.1,98.53,74.02,88.24,78.43,0.0,1.0,1.0
0901200010106,Tlalpan,305,3,,0,295,265,55,123,106,103,119,79,70,62,0,14.61,0.9842,Muy bajo,Muy bajo,0.98,,0.0,18.03,86.18,83.74,96.75,64.23,56.91,50.41,0.0,1.0,1.0
090120001013A,Tlalpan,3264,90,48,0,3184,2754,684,994,790,571,912,832,624,315,7,11.23,0.9591,Bajo,Bajo,2.76,1.51,0.0,20.96,79.48,57.44,91.75,83.7,62.78,31.69,0.7,2.0,2.0
0901200010182,Tlalpan,6006,148,53,0,5860,4924,1854,1630,1200,880,1495,1249,882,468,8,10.84,0.9522,Bajo,Bajo,2.46,0.9,0.0,30.87,73.62,53.99,91.72,76.63,54.11,28.71,0.49,2.0,2.0
0901200010197,Tlalpan,1985,19,9,0,1962,1783,434,708,653,615,693,554,486,424,0,14.63,0.9825,Muy bajo,Muy bajo,0.96,0.46,0.0,21.86,92.23,86.86,97.88,78.25,68.64,59.89,0.0,1.0,1.0
0901200010040,Tlalpan,1162,8,16,0,1140,1039,325,417,392,369,407,337,271,227,0,14.34,0.9681,Muy bajo,Muy bajo,0.69,1.4,0.0,27.97,94.0,88.49,97.6,80.82,64.99,54.44,0.0,1.0,1.0
0901200271763,Tlalpan,3975,246,99,0,3814,3086,1327,1033,646,473,973,881,423,181,0,10.26,0.9241,Alto,Bajo,6.19,2.6,0.0,33.38,62.54,45.79,94.19,85.29,40.95,17.52,0.0,4.0,2.0
0901200012070,Tlalpan,1962,30,18,0,1931,1747,335,703,676,612,691,602,498,458,0,14.06,0.9802,Muy bajo,Muy bajo,1.53,0.93,0.0,17.07,96.16,87.06,98.29,85.63,70.84,65.15,0.0,1.0,1.0
0901200011068,Tlalpan,2082,38,25,0,2039,1823,492,676,623,549,654,562,452,440,0,13.14,0.9704,Muy bajo,Muy bajo,1.83,1.23,0.0,23.63,92.16,81.21,96.75,83.14,66.86,65.09,0.0,1.0,1.0
0901200012121,Tlalpan,13974,469,231,0,13666,11690,3598,4117,3518,3107,3954,3430,2477,2100,8,13.0,0.9652,Bajo,Muy bajo,3.36,1.69,0.0,25.75,85.45,75.47,96.04,83.31,60.17,51.01,0.19,2.0,1.0
090120027180A,Tlalpan,1369,137,45,0,1312,1083,464,371,217,162,347,332,132,81,,10.24,0.9168,Alto,Bajo,10.01,3.43,0.0,33.89,58.49,43.67,93.53,89.49,35.58,21.83,,4.0,2.0
0901200011975,Tlalpan,4266,37,20,0,4194,3740,1005,1454,1308,1145,1401,1148,940,744,,13.76,0.9741,Muy bajo,Muy bajo,0.87,0.48,0.0,23.56,89.96,78.75,96.35,78.95,64.65,51.17,,1.0,1.0
0901200011388,Tlalpan,3739,107,46,,3628,3036,945,1069,798,609,979,846,461,381,7,10.92,0.9566,Bajo,Bajo,2.86,1.27,,25.27,74.65,56.97,91.58,79.14,43.12,35.64,0.65,2.0,2.0
0901200011956,Tlalpan,3097,7,52,0,3042,2730,690,957,941,901,943,779,874,754,0,14.43,0.9756,Muy bajo,Muy bajo,0.23,1.71,0.0,22.28,98.33,94.15,98.54,81.4,91.33,78.79,0.0,1.0,1.0
0901200010430,Tlalpan,2844,34,25,0,2777,2500,701,940,834,729,895,823,572,503,3,13.45,0.9623,Bajo,Muy bajo,1.2,0.9,0.0,24.65,88.72,77.55,95.21,87.55,60.85,53.51,0.32,2.0,1.0
0901200011918,Tlalpan,2803,17,11,0,2768,2488,642,968,923,843,944,844,757,600,0,14.59,0.979,Muy bajo,Muy bajo,0.61,0.4,0.0,22.9,95.35,87.09,97.52,87.19,78.2,61.98,0.0,1.0,1.0
0901200012206,Tlalpan,4752,237,78,,4573,3651,1189,1182,788,397,1067,958,263,190,6,9.17,0.9196,Alto,Medio,4.99,1.71,,25.02,66.67,33.59,90.27,81.05,22.25,16.07,0.51,4.0,3.0
0901200012155,Tlalpan,4856,422,155,0,4714,3841,227,743,580,551,734,589,256,304,0,11.78,0.9872,Muy bajo,Muy bajo,8.69,3.29,0.0,4.67,78.06,74.16,98.79,79.27,34.45,40.92,0.0,1.0,1.0
0901200010479,Tlalpan,681,20,8,0,671,594,178,244,237,219,241,217,199,162,,14.62,0.9735,Muy bajo,Muy bajo,2.94,1.19,0.0,26.14,97.13,89.75,98.77,88.93,81.56,66.39,,1.0,1.0
0901200262314,Tlalpan,71,,,0,69,59,32,23,16,11,22,18,9,4,0,11.32,0.9377,Medio,Bajo,,,0.0,45.07,69.57,47.83,95.65,78.26,39.13,17.39,0.0,3.0,2.0
0901200011937,Tlalpan,1884,6,3,0,1868,1650,386,642,579,495,610,522,411,328,,13.24,0.9756,Muy bajo,Muy bajo,0.32,0.16,0.0,20.49,90.19,77.1,95.02,81.31,64.02,51.09,,1.0,1.0
0901200012193,Tlalpan,5723,190,69,0,5558,4596,1652,1670,1326,1039,1585,1383,776,703,,11.23,0.9563,Bajo,Bajo,3.32,1.24,0.0,28.87,79.4,62.22,94.91,82.81,46.47,42.1,,2.0,2.0
090120001038A,Tlalpan,769,6,14,0,764,716,267,146,133,128,140,117,104,74,0,10.63,0.9554,Bajo,Muy bajo,0.78,1.83,0.0,34.72,91.1,87.67,95.89,80.14,71.23,50.68,0.0,2.0,1.0
0901200010483,Tlalpan,3367,7,10,0,3317,3032,820,1187,1113,1034,1146,1011,878,717,,14.82,0.9699,Muy bajo,Muy bajo,0.21,0.3,0.0,24.35,93.77,87.11,96.55,85.17,73.97,60.4,,1.0,1.0
0901200010712,Tlalpan,2381,27,15,0,2333,2123,550,885,765,665,830,675,584,432,,13.71,0.9766,Muy bajo,Muy bajo,1.13,0.64,0.0,23.1,86.44,75.14,93.79,76.27,65.99,48.81,,1.0,1.0
0901200010943,Tlalpan,2352,3,16,0,2321,2071,666,734,607,539,684,603,425,331,,13.39,0.9652,Bajo,Muy bajo,0.13,0.69,0.0,28.32,82.7,73.43,93.19,82.15,57.9,45.1,,2.0,1.0
0901200010962,Tlalpan,1858,8,9,0,1841,1654,523,599,532,485,566,531,387,280,,13.41,0.9499,Bajo,Muy bajo,0.43,0.49,0.0,28.15,88.81,80.97,94.49,88.65,64.61,46.74,,2.0,1.0
